IMGNAME	GROUP_A	GROUP_B	THVAL_HB	SPOTS_HB	FSCORE_HB	THVAL_BF	SPOTS_BF	FSCORE_BF
sctc_E1R1_1m_I4_CTT1	STL1_TMR	STL1_E1R1_01min	124	NaN	NaN	271	NaN	NaN
sctc_E1R1_20m_I1_STL1	CTT1_CY5	CTT1_E1R1_20min	105	NaN	NaN	223	NaN	NaN
sctc_E1R1_20m_I1_CTT1	STL1_TMR	STL1_E1R1_20min	163	NaN	NaN	303	NaN	NaN
sctc_E1R1_20m_I2_STL1	CTT1_CY5	CTT1_E1R1_20min	82	NaN	NaN	260	NaN	NaN
sctc_E1R1_20m_I2_CTT1	STL1_TMR	STL1_E1R1_20min	154	NaN	NaN	393	NaN	NaN
sctc_E1R1_20m_I3_STL1	CTT1_CY5	CTT1_E1R1_20min	96	NaN	NaN	213	NaN	NaN
sctc_E1R1_20m_I3_CTT1	STL1_TMR	STL1_E1R1_20min	152	NaN	NaN	385	NaN	NaN
sctc_E1R1_20m_I4_STL1	CTT1_CY5	CTT1_E1R1_20min	85	NaN	NaN	267	NaN	NaN
sctc_E1R1_20m_I4_CTT1	STL1_TMR	STL1_E1R1_20min	145	NaN	NaN	287	NaN	NaN
sctc_E1R1_25m_I1_STL1	CTT1_CY5	CTT1_E1R1_25min	72	NaN	NaN	249	NaN	NaN
sctc_E1R1_25m_I1_CTT1	STL1_TMR	STL1_E1R1_25min	135	NaN	NaN	172	NaN	NaN
sctc_E1R1_25m_I2_STL1	CTT1_CY5	CTT1_E1R1_25min	71	NaN	NaN	210	NaN	NaN
sctc_E1R1_25m_I2_CTT1	STL1_TMR	STL1_E1R1_25min	130	NaN	NaN	163	NaN	NaN
sctc_E1R1_25m_I3_STL1	CTT1_CY5	CTT1_E1R1_25min	66	NaN	NaN	198	NaN	NaN
sctc_E1R1_25m_I3_CTT1	STL1_TMR	STL1_E1R1_25min	123	NaN	NaN	551	NaN	NaN
sctc_E1R1_25m_I4_STL1	CTT1_CY5	CTT1_E1R1_25min	69	NaN	NaN	210	NaN	NaN
sctc_E1R1_25m_I4_CTT1	STL1_TMR	STL1_E1R1_25min	128	NaN	NaN	659	NaN	NaN
sctc_E1R1_2m_I1_STL1	CTT1_CY5	CTT1_E1R1_02min	64	NaN	NaN	161	NaN	NaN
sctc_E1R1_2m_I1_CTT1	STL1_TMR	STL1_E1R1_02min	100	NaN	NaN	261	NaN	NaN
sctc_E1R1_2m_I2_STL1	CTT1_CY5	CTT1_E1R1_02min	66	NaN	NaN	164	NaN	NaN
sctc_E1R1_2m_I2_CTT1	STL1_TMR	STL1_E1R1_02min	104	NaN	NaN	204	NaN	NaN
sctc_E1R1_2m_I3_STL1	CTT1_CY5	CTT1_E1R1_02min	68	NaN	NaN	155	NaN	NaN
sctc_E1R1_2m_I3_CTT1	STL1_TMR	STL1_E1R1_02min	111	NaN	NaN	43	NaN	NaN
sctc_E1R1_2m_I4_STL1	CTT1_CY5	CTT1_E1R1_02min	74	NaN	NaN	169	NaN	NaN
sctc_E1R1_2m_I4_CTT1	STL1_TMR	STL1_E1R1_02min	110	NaN	NaN	72	NaN	NaN
sctc_E1R1_30m_I1_STL1	CTT1_CY5	CTT1_E1R1_30min	72	NaN	NaN	204	NaN	NaN
sctc_E1R1_30m_I1_CTT1	STL1_TMR	STL1_E1R1_30min	153	NaN	NaN	94	NaN	NaN
sctc_E1R1_30m_I2_STL1	CTT1_CY5	CTT1_E1R1_30min	74	NaN	NaN	194	NaN	NaN
sctc_E1R1_30m_I2_CTT1	STL1_TMR	STL1_E1R1_30min	156	NaN	NaN	495	NaN	NaN
sctc_E1R1_30m_I3_STL1	CTT1_CY5	CTT1_E1R1_30min	79	NaN	NaN	180	NaN	NaN
sctc_E1R1_30m_I3_CTT1	STL1_TMR	STL1_E1R1_30min	169	NaN	NaN	480	NaN	NaN
sctc_E1R1_30m_I4_STL1	CTT1_CY5	CTT1_E1R1_30min	82	NaN	NaN	143	NaN	NaN
sctc_E1R1_30m_I4_CTT1	STL1_TMR	STL1_E1R1_30min	168	NaN	NaN	441	NaN	NaN
sctc_E1R1_35m_I1_STL1	CTT1_CY5	CTT1_E1R1_35min	69	NaN	NaN	187	NaN	NaN
sctc_E1R1_35m_I1_CTT1	STL1_TMR	STL1_E1R1_35min	114	NaN	NaN	101	NaN	NaN
sctc_E1R1_35m_I2_STL1	CTT1_CY5	CTT1_E1R1_35min	68	NaN	NaN	151	NaN	NaN
sctc_E1R1_35m_I2_CTT1	STL1_TMR	STL1_E1R1_35min	109	NaN	NaN	64	NaN	NaN
sctc_E1R1_35m_I3_STL1	CTT1_CY5	CTT1_E1R1_35min	64	NaN	NaN	139	NaN	NaN
sctc_E1R1_35m_I3_CTT1	STL1_TMR	STL1_E1R1_35min	115	NaN	NaN	96	NaN	NaN
sctc_E1R1_35m_I4_STL1	CTT1_CY5	CTT1_E1R1_35min	60	NaN	NaN	142	NaN	NaN
sctc_E1R1_35m_I4_CTT1	STL1_TMR	STL1_E1R1_35min	112	NaN	NaN	451	NaN	NaN
sctc_E1R1_40m_I1_STL1	CTT1_CY5	CTT1_E1R1_40min	73	NaN	NaN	179	NaN	NaN
sctc_E1R1_40m_I1_CTT1	STL1_TMR	STL1_E1R1_40min	114	NaN	NaN	82	NaN	NaN
sctc_E1R1_40m_I2_STL1	CTT1_CY5	CTT1_E1R1_40min	70	NaN	NaN	166	NaN	NaN
sctc_E1R1_40m_I2_CTT1	STL1_TMR	STL1_E1R1_40min	124	NaN	NaN	98	NaN	NaN
sctc_E1R1_40m_I3_STL1	CTT1_CY5	CTT1_E1R1_40min	69	NaN	NaN	177	NaN	NaN
sctc_E1R1_40m_I3_CTT1	STL1_TMR	STL1_E1R1_40min	137	NaN	NaN	345	NaN	NaN
sctc_E1R1_40m_I4_STL1	CTT1_CY5	CTT1_E1R1_40min	69	NaN	NaN	188	NaN	NaN
sctc_E1R1_40m_I4_CTT1	STL1_TMR	STL1_E1R1_40min	138	NaN	NaN	517	NaN	NaN
sctc_E1R1_45m_I1_STL1	CTT1_CY5	CTT1_E1R1_45min	75	NaN	NaN	172	NaN	NaN
sctc_E1R1_45m_I1_CTT1	STL1_TMR	STL1_E1R1_45min	139	NaN	NaN	69	NaN	NaN
sctc_E1R1_45m_I2_STL1	CTT1_CY5	CTT1_E1R1_45min	79	NaN	NaN	165	NaN	NaN
sctc_E1R1_45m_I2_CTT1	STL1_TMR	STL1_E1R1_45min	155	NaN	NaN	216	NaN	NaN
sctc_E1R1_45m_I3_STL1	CTT1_CY5	CTT1_E1R1_45min	69	NaN	NaN	188	NaN	NaN
sctc_E1R1_45m_I3_CTT1	STL1_TMR	STL1_E1R1_45min	143	NaN	NaN	130	NaN	NaN
sctc_E1R1_45m_I4_STL1	CTT1_CY5	CTT1_E1R1_45min	68	NaN	NaN	194	NaN	NaN
sctc_E1R1_45m_I4_CTT1	STL1_TMR	STL1_E1R1_45min	132	NaN	NaN	88	NaN	NaN
sctc_E1R1_4m_I1_STL1	CTT1_CY5	CTT1_E1R1_04min	80	NaN	NaN	174	NaN	NaN
sctc_E1R1_4m_I1_CTT1	STL1_TMR	STL1_E1R1_04min	128	NaN	NaN	66	NaN	NaN
sctc_E1R1_4m_I2_STL1	CTT1_CY5	CTT1_E1R1_04min	73	NaN	NaN	194	NaN	NaN
sctc_E1R1_4m_I2_CTT1	STL1_TMR	STL1_E1R1_04min	119	NaN	NaN	306	NaN	NaN
sctc_E1R1_4m_I3_STL1	CTT1_CY5	CTT1_E1R1_04min	73	NaN	NaN	210	NaN	NaN
sctc_E1R1_4m_I3_CTT1	STL1_TMR	STL1_E1R1_04min	133	NaN	NaN	125	NaN	NaN
sctc_E1R1_4m_I4_STL1	CTT1_CY5	CTT1_E1R1_04min	75	NaN	NaN	182	NaN	NaN
sctc_E1R1_4m_I4_CTT1	STL1_TMR	STL1_E1R1_04min	124	NaN	NaN	232	NaN	NaN
sctc_E1R1_50m_I1_STL1	CTT1_CY5	CTT1_E1R1_50min	64	NaN	NaN	161	NaN	NaN
sctc_E1R1_50m_I1_CTT1	STL1_TMR	STL1_E1R1_50min	122	NaN	NaN	113	NaN	NaN
sctc_E1R1_50m_I2_STL1	CTT1_CY5	CTT1_E1R1_50min	69	NaN	NaN	178	NaN	NaN
sctc_E1R1_50m_I2_CTT1	STL1_TMR	STL1_E1R1_50min	126	NaN	NaN	129	NaN	NaN
sctc_E1R1_50m_I3_STL1	CTT1_CY5	CTT1_E1R1_50min	69	NaN	NaN	161	NaN	NaN
sctc_E1R1_50m_I3_CTT1	STL1_TMR	STL1_E1R1_50min	127	NaN	NaN	94	NaN	NaN
sctc_E1R1_55m_I1_STL1	CTT1_CY5	CTT1_E1R1_55min	87	NaN	NaN	214	NaN	NaN
sctc_E1R1_55m_I1_CTT1	STL1_TMR	STL1_E1R1_55min	142	NaN	NaN	67	NaN	NaN
sctc_E1R1_55m_I2_STL1	CTT1_CY5	CTT1_E1R1_55min	91	NaN	NaN	245	NaN	NaN
sctc_E1R1_55m_I2_CTT1	STL1_TMR	STL1_E1R1_55min	152	NaN	NaN	71	NaN	NaN
sctc_E1R1_55m_I3_STL1	CTT1_CY5	CTT1_E1R1_55min	80	NaN	NaN	147	NaN	NaN
sctc_E1R1_55m_I3_CTT1	STL1_TMR	STL1_E1R1_55min	142	NaN	NaN	302	NaN	NaN
sctc_E1R1_55m_I4_STL1	CTT1_CY5	CTT1_E1R1_55min	89	NaN	NaN	234	NaN	NaN
sctc_E1R1_55m_I4_CTT1	STL1_TMR	STL1_E1R1_55min	147	NaN	NaN	126	NaN	NaN
sctc_E1R1_6m_I1_STL1	CTT1_CY5	CTT1_E1R1_06min	50	NaN	NaN	115	NaN	NaN
sctc_E1R1_6m_I1_CTT1	STL1_TMR	STL1_E1R1_06min	120	NaN	NaN	167	NaN	NaN
sctc_E1R1_6m_I2_STL1	CTT1_CY5	CTT1_E1R1_06min	50	NaN	NaN	88	NaN	NaN
sctc_E1R1_6m_I2_CTT1	STL1_TMR	STL1_E1R1_06min	100	NaN	NaN	263	NaN	NaN
sctc_E1R1_6m_I3_STL1	CTT1_CY5	CTT1_E1R1_06min	74	NaN	NaN	111	NaN	NaN
sctc_E1R1_6m_I3_CTT1	STL1_TMR	STL1_E1R1_06min	141	NaN	NaN	146	NaN	NaN
sctc_E1R1_6m_I4_STL1	CTT1_CY5	CTT1_E1R1_06min	76	NaN	NaN	173	NaN	NaN
sctc_E1R1_6m_I4_CTT1	STL1_TMR	STL1_E1R1_06min	139	NaN	NaN	163	NaN	NaN
sctc_E1R1_8m_I1_STL1	CTT1_CY5	CTT1_E1R1_08min	80	NaN	NaN	250	NaN	NaN
sctc_E1R1_8m_I1_CTT1	STL1_TMR	STL1_E1R1_08min	149	NaN	NaN	582	NaN	NaN
sctc_E1R1_8m_I2_STL1	CTT1_CY5	CTT1_E1R1_08min	87	NaN	NaN	140	NaN	NaN
sctc_E1R1_8m_I2_CTT1	STL1_TMR	STL1_E1R1_08min	147	NaN	NaN	144	NaN	NaN
sctc_E1R1_8m_I3_STL1	CTT1_CY5	CTT1_E1R1_08min	80	NaN	NaN	168	NaN	NaN
sctc_E1R1_8m_I3_CTT1	STL1_TMR	STL1_E1R1_08min	155	NaN	NaN	168	NaN	NaN
sctc_E1R1_8m_I4_STL1	CTT1_CY5	CTT1_E1R1_08min	80	NaN	NaN	224	NaN	NaN
sctc_E1R1_8m_I4_CTT1	STL1_TMR	STL1_E1R1_08min	155	NaN	NaN	155	NaN	NaN
sctc_E1R2_0m_I1_STL1	CTT1_CY5	CTT1_E1R2_00min	81	NaN	NaN	169	NaN	NaN
sctc_E1R2_0m_I1_CTT1	STL1_TMR	STL1_E1R2_00min	144	NaN	NaN	48	NaN	NaN
sctc_E1R2_0m_I2_STL1	CTT1_CY5	CTT1_E1R2_00min	72	NaN	NaN	183	NaN	NaN
sctc_E1R2_0m_I2_CTT1	STL1_TMR	STL1_E1R2_00min	134	NaN	NaN	127	NaN	NaN
sctc_E1R2_0m_I3_STL1	CTT1_CY5	CTT1_E1R2_00min	83	NaN	NaN	175	NaN	NaN
sctc_E1R2_0m_I3_CTT1	STL1_TMR	STL1_E1R2_00min	127	NaN	NaN	94	NaN	NaN
sctc_E1R2_0m_I4_STL1	CTT1_CY5	CTT1_E1R2_00min	74	NaN	NaN	188	NaN	NaN
sctc_E1R2_0m_I4_CTT1	STL1_TMR	STL1_E1R2_00min	130	NaN	NaN	81	NaN	NaN
sctc_E1R2_10m_I1_STL1	CTT1_CY5	CTT1_E1R2_10min	52	NaN	NaN	148	NaN	NaN
sctc_E1R2_10m_I1_CTT1	STL1_TMR	STL1_E1R2_10min	165	NaN	NaN	156	NaN	NaN
sctc_E1R2_10m_I2_STL1	CTT1_CY5	CTT1_E1R2_10min	78	NaN	NaN	290	NaN	NaN
sctc_E1R2_10m_I2_CTT1	STL1_TMR	STL1_E1R2_10min	168	NaN	NaN	59	NaN	NaN
sctc_E1R2_10m_I3_STL1	CTT1_CY5	CTT1_E1R2_10min	46	NaN	NaN	168	NaN	NaN
sctc_E1R2_10m_I3_CTT1	STL1_TMR	STL1_E1R2_10min	169	NaN	NaN	62	NaN	NaN
sctc_E1R2_10m_I4_STL1	CTT1_CY5	CTT1_E1R2_10min	82	NaN	NaN	189	NaN	NaN
sctc_E1R2_10m_I4_CTT1	STL1_TMR	STL1_E1R2_10min	154	NaN	NaN	45	NaN	NaN
sctc_E1R2_15m_I1_STL1	CTT1_CY5	CTT1_E1R2_15min	85	NaN	NaN	325	NaN	NaN
sctc_E1R2_15m_I1_CTT1	STL1_TMR	STL1_E1R2_15min	164	NaN	NaN	170	NaN	NaN
sctc_E1R2_15m_I2_STL1	CTT1_CY5	CTT1_E1R2_15min	88	NaN	NaN	240	NaN	NaN
sctc_E1R2_15m_I2_CTT1	STL1_TMR	STL1_E1R2_15min	156	NaN	NaN	194	NaN	NaN
sctc_E1R2_15m_I3_STL1	CTT1_CY5	CTT1_E1R2_15min	100	NaN	NaN	266	NaN	NaN
sctc_E1R2_15m_I3_CTT1	STL1_TMR	STL1_E1R2_15min	179	NaN	NaN	175	NaN	NaN
sctc_E1R2_15m_I4_STL1	CTT1_CY5	CTT1_E1R2_15min	66	NaN	NaN	136	NaN	NaN
sctc_E1R2_15m_I4_CTT1	STL1_TMR	STL1_E1R2_15min	162	NaN	NaN	216	NaN	NaN
sctc_E1R2_1m_I1_STL1	CTT1_CY5	CTT1_E1R2_01min	74	NaN	NaN	220	NaN	NaN
sctc_E1R2_1m_I1_CTT1	STL1_TMR	STL1_E1R2_01min	141	NaN	NaN	425	NaN	NaN
sctc_E1R2_1m_I2_STL1	CTT1_CY5	CTT1_E1R2_01min	77	NaN	NaN	224	NaN	NaN
sctc_E1R2_1m_I2_CTT1	STL1_TMR	STL1_E1R2_01min	142	NaN	NaN	94	NaN	NaN
sctc_E1R2_1m_I3_STL1	CTT1_CY5	CTT1_E1R2_01min	78	NaN	NaN	215	NaN	NaN
sctc_E1R2_1m_I3_CTT1	STL1_TMR	STL1_E1R2_01min	140	NaN	NaN	84	NaN	NaN
sctc_E1R2_1m_I4_STL1	CTT1_CY5	CTT1_E1R2_01min	83	NaN	NaN	194	NaN	NaN
sctc_E1R2_1m_I4_CTT1	STL1_TMR	STL1_E1R2_01min	161	NaN	NaN	514	NaN	NaN
sctc_E1R2_20m_I1_STL1	CTT1_CY5	CTT1_E1R2_20min	108	NaN	NaN	242	NaN	NaN
sctc_E1R2_20m_I1_CTT1	STL1_TMR	STL1_E1R2_20min	179	NaN	NaN	353	NaN	NaN
sctc_E1R2_20m_I2_STL1	CTT1_CY5	CTT1_E1R2_20min	97	NaN	NaN	269	NaN	NaN
sctc_E1R2_20m_I2_CTT1	STL1_TMR	STL1_E1R2_20min	177	NaN	NaN	207	NaN	NaN
sctc_E1R2_20m_I3_STL1	CTT1_CY5	CTT1_E1R2_20min	98	NaN	NaN	277	NaN	NaN
sctc_E1R2_20m_I3_CTT1	STL1_TMR	STL1_E1R2_20min	179	NaN	NaN	362	NaN	NaN
sctc_E1R2_20m_I4_STL1	CTT1_CY5	CTT1_E1R2_20min	87	NaN	NaN	222	NaN	NaN
sctc_E1R2_20m_I4_CTT1	STL1_TMR	STL1_E1R2_20min	179	NaN	NaN	430	NaN	NaN
sctc_E1R2_25m_I1_STL1	CTT1_CY5	CTT1_E1R2_25min	101	NaN	NaN	219	NaN	NaN
sctc_E1R2_25m_I1_CTT1	STL1_TMR	STL1_E1R2_25min	115	NaN	NaN	143	NaN	NaN
sctc_E1R2_25m_I2_STL1	CTT1_CY5	CTT1_E1R2_25min	74	NaN	NaN	234	NaN	NaN
sctc_E1R2_25m_I2_CTT1	STL1_TMR	STL1_E1R2_25min	135	NaN	NaN	199	NaN	NaN
sctc_E1R2_25m_I3_STL1	CTT1_CY5	CTT1_E1R2_25min	78	NaN	NaN	143	NaN	NaN
sctc_E1R2_25m_I3_CTT1	STL1_TMR	STL1_E1R2_25min	112	NaN	NaN	541	NaN	NaN
sctc_E1R2_25m_I4_STL1	CTT1_CY5	CTT1_E1R2_25min	63	NaN	NaN	165	NaN	NaN
sctc_E1R2_25m_I4_CTT1	STL1_TMR	STL1_E1R2_25min	135	NaN	NaN	153	NaN	NaN
sctc_E1R2_2m_I1_STL1	CTT1_CY5	CTT1_E1R2_02min	86	NaN	NaN	252	NaN	NaN
sctc_E1R2_2m_I1_CTT1	STL1_TMR	STL1_E1R2_02min	137	NaN	NaN	100	NaN	NaN
sctc_E1R2_2m_I2_STL1	CTT1_CY5	CTT1_E1R2_02min	80	NaN	NaN	231	NaN	NaN
sctc_E1R2_2m_I2_CTT1	STL1_TMR	STL1_E1R2_02min	153	NaN	NaN	124	NaN	NaN
sctc_E1R2_2m_I3_STL1	CTT1_CY5	CTT1_E1R2_02min	81	NaN	NaN	232	NaN	NaN
sctc_E1R2_2m_I3_CTT1	STL1_TMR	STL1_E1R2_02min	132	NaN	NaN	114	NaN	NaN
sctc_E1R2_2m_I4_STL1	CTT1_CY5	CTT1_E1R2_02min	87	NaN	NaN	248	NaN	NaN
sctc_E1R2_2m_I4_CTT1	STL1_TMR	STL1_E1R2_02min	147	NaN	NaN	103	NaN	NaN
sctc_E1R2_30m_I1_STL1	CTT1_CY5	CTT1_E1R2_30min	92	NaN	NaN	137	NaN	NaN
sctc_E1R2_30m_I1_CTT1	STL1_TMR	STL1_E1R2_30min	140	NaN	NaN	134	NaN	NaN
sctc_E1R2_30m_I2_STL1	CTT1_CY5	CTT1_E1R2_30min	68	NaN	NaN	201	NaN	NaN
sctc_E1R2_30m_I2_CTT1	STL1_TMR	STL1_E1R2_30min	109	NaN	NaN	119	NaN	NaN
sctc_E1R2_30m_I3_STL1	CTT1_CY5	CTT1_E1R2_30min	71	NaN	NaN	149	NaN	NaN
sctc_E1R2_30m_I3_CTT1	STL1_TMR	STL1_E1R2_30min	134	NaN	NaN	128	NaN	NaN
sctc_E1R2_30m_I4_STL1	CTT1_CY5	CTT1_E1R2_30min	68	NaN	NaN	159	NaN	NaN
sctc_E1R2_30m_I4_CTT1	STL1_TMR	STL1_E1R2_30min	118	NaN	NaN	81	NaN	NaN
sctc_E1R2_30m_I7_STL1	CTT1_CY5	CTT1_E1R2_30min	64	NaN	NaN	149	NaN	NaN
sctc_E1R2_30m_I7_CTT1	STL1_TMR	STL1_E1R2_30min	120	NaN	NaN	114	NaN	NaN
sctc_E1R2_35m_I1_STL1	CTT1_CY5	CTT1_E1R2_35min	80	NaN	NaN	178	NaN	NaN
sctc_E1R2_35m_I1_CTT1	STL1_TMR	STL1_E1R2_35min	168	NaN	NaN	137	NaN	NaN
sctc_E1R2_35m_I2_STL1	CTT1_CY5	CTT1_E1R2_35min	80	NaN	NaN	176	NaN	NaN
sctc_E1R2_35m_I2_CTT1	STL1_TMR	STL1_E1R2_35min	163	NaN	NaN	120	NaN	NaN
sctc_E1R2_35m_I3_STL1	CTT1_CY5	CTT1_E1R2_35min	71	NaN	NaN	178	NaN	NaN
sctc_E1R2_35m_I3_CTT1	STL1_TMR	STL1_E1R2_35min	152	NaN	NaN	601	NaN	NaN
sctc_E1R2_35m_I4_STL1	CTT1_CY5	CTT1_E1R2_35min	70	NaN	NaN	147	NaN	NaN
sctc_E1R2_35m_I4_CTT1	STL1_TMR	STL1_E1R2_35min	158	NaN	NaN	107	NaN	NaN
sctc_E1R2_40m_I1_STL1	CTT1_CY5	CTT1_E1R2_40min	82	NaN	NaN	151	NaN	NaN
sctc_E1R2_40m_I1_CTT1	STL1_TMR	STL1_E1R2_40min	134	NaN	NaN	89	NaN	NaN
sctc_E1R2_40m_I2_STL1	CTT1_CY5	CTT1_E1R2_40min	73	NaN	NaN	154	NaN	NaN
sctc_E1R2_40m_I2_CTT1	STL1_TMR	STL1_E1R2_40min	136	NaN	NaN	54	NaN	NaN
sctc_E1R2_40m_I3_STL1	CTT1_CY5	CTT1_E1R2_40min	72	NaN	NaN	158	NaN	NaN
sctc_E1R2_40m_I3_CTT1	STL1_TMR	STL1_E1R2_40min	146	NaN	NaN	98	NaN	NaN
sctc_E1R2_40m_I4_STL1	CTT1_CY5	CTT1_E1R2_40min	69	NaN	NaN	167	NaN	NaN
sctc_E1R2_40m_I4_CTT1	STL1_TMR	STL1_E1R2_40min	149	NaN	NaN	96	NaN	NaN
sctc_E1R2_45m_I1_STL1	CTT1_CY5	CTT1_E1R2_45min	67	NaN	NaN	120	NaN	NaN
sctc_E1R2_45m_I1_CTT1	STL1_TMR	STL1_E1R2_45min	150	NaN	NaN	88	NaN	NaN
sctc_E1R2_45m_I2_STL1	CTT1_CY5	CTT1_E1R2_45min	80	NaN	NaN	180	NaN	NaN
sctc_E1R2_45m_I2_CTT1	STL1_TMR	STL1_E1R2_45min	140	NaN	NaN	82	NaN	NaN
sctc_E1R2_45m_I3_STL1	CTT1_CY5	CTT1_E1R2_45min	77	NaN	NaN	125	NaN	NaN
sctc_E1R2_45m_I3_CTT1	STL1_TMR	STL1_E1R2_45min	131	NaN	NaN	91	NaN	NaN
sctc_E1R2_45m_I4_STL1	CTT1_CY5	CTT1_E1R2_45min	70	NaN	NaN	161	NaN	NaN
sctc_E1R2_45m_I4_CTT1	STL1_TMR	STL1_E1R2_45min	128	NaN	NaN	103	NaN	NaN
sctc_E1R2_4m_I1_STL1	CTT1_CY5	CTT1_E1R2_04min	72	NaN	NaN	164	NaN	NaN
sctc_E1R2_4m_I1_CTT1	STL1_TMR	STL1_E1R2_04min	182	NaN	NaN	162	NaN	NaN
sctc_E1R2_4m_I2_STL1	CTT1_CY5	CTT1_E1R2_04min	82	NaN	NaN	96	NaN	NaN
sctc_E1R2_4m_I2_CTT1	STL1_TMR	STL1_E1R2_04min	181	NaN	NaN	31	NaN	NaN
sctc_E1R2_4m_I3_STL1	CTT1_CY5	CTT1_E1R2_04min	77	NaN	NaN	183	NaN	NaN
sctc_E1R2_4m_I3_CTT1	STL1_TMR	STL1_E1R2_04min	142	NaN	NaN	55	NaN	NaN
sctc_E1R2_4m_I4_STL1	CTT1_CY5	CTT1_E1R2_04min	81	NaN	NaN	119	NaN	NaN
sctc_E1R2_4m_I4_CTT1	STL1_TMR	STL1_E1R2_04min	134	NaN	NaN	36	NaN	NaN
sctc_E1R2_50m_I1_STL1	CTT1_CY5	CTT1_E1R2_50min	62	NaN	NaN	116	NaN	NaN
sctc_E1R2_50m_I1_CTT1	STL1_TMR	STL1_E1R2_50min	104	NaN	NaN	77	NaN	NaN
sctc_E1R2_50m_I2_STL1	CTT1_CY5	CTT1_E1R2_50min	59	NaN	NaN	137	NaN	NaN
sctc_E1R2_50m_I2_CTT1	STL1_TMR	STL1_E1R2_50min	112	NaN	NaN	81	NaN	NaN
sctc_E1R2_50m_I3_STL1	CTT1_CY5	CTT1_E1R2_50min	67	NaN	NaN	130	NaN	NaN
sctc_E1R2_50m_I3_CTT1	STL1_TMR	STL1_E1R2_50min	93	NaN	NaN	78	NaN	NaN
sctc_E1R2_55m_I1_STL1	CTT1_CY5	CTT1_E1R2_55min	81	NaN	NaN	185	NaN	NaN
sctc_E1R2_55m_I1_CTT1	STL1_TMR	STL1_E1R2_55min	153	NaN	NaN	58	NaN	NaN
sctc_E1R2_55m_I2_STL1	CTT1_CY5	CTT1_E1R2_55min	73	NaN	NaN	161	NaN	NaN
sctc_E1R2_55m_I2_CTT1	STL1_TMR	STL1_E1R2_55min	158	NaN	NaN	93	NaN	NaN
sctc_E1R2_55m_I3_STL1	CTT1_CY5	CTT1_E1R2_55min	72	NaN	NaN	160	NaN	NaN
sctc_E1R2_55m_I3_CTT1	STL1_TMR	STL1_E1R2_55min	162	NaN	NaN	70	NaN	NaN
sctc_E1R2_55m_I4_STL1	CTT1_CY5	CTT1_E1R2_55min	97	NaN	NaN	138	NaN	NaN
sctc_E1R2_55m_I4_CTT1	STL1_TMR	STL1_E1R2_55min	153	NaN	NaN	81	NaN	NaN
sctc_E1R2_6m_I1_STL1	CTT1_CY5	CTT1_E1R2_06min	84	NaN	NaN	99	NaN	NaN
sctc_E1R2_6m_I1_CTT1	STL1_TMR	STL1_E1R2_06min	191	NaN	NaN	137	NaN	NaN
sctc_E1R2_6m_I2_STL1	CTT1_CY5	CTT1_E1R2_06min	106	NaN	NaN	140	NaN	NaN
sctc_E1R2_6m_I2_CTT1	STL1_TMR	STL1_E1R2_06min	174	NaN	NaN	198	NaN	NaN
sctc_E1R2_6m_I3_STL1	CTT1_CY5	CTT1_E1R2_06min	84	NaN	NaN	152	NaN	NaN
sctc_E1R2_6m_I3_CTT1	STL1_TMR	STL1_E1R2_06min	169	NaN	NaN	196	NaN	NaN
sctc_E1R2_6m_I4_STL1	CTT1_CY5	CTT1_E1R2_06min	79	NaN	NaN	103	NaN	NaN
sctc_E1R2_6m_I4_CTT1	STL1_TMR	STL1_E1R2_06min	187	NaN	NaN	133	NaN	NaN
sctc_E1R2_8m_I1_STL1	CTT1_CY5	CTT1_E1R2_08min	81	NaN	NaN	99	NaN	NaN
sctc_E1R2_8m_I1_CTT1	STL1_TMR	STL1_E1R2_08min	155	NaN	NaN	97	NaN	NaN
sctc_E1R2_8m_I2_STL1	CTT1_CY5	CTT1_E1R2_08min	98	NaN	NaN	92	NaN	NaN
sctc_E1R2_8m_I2_CTT1	STL1_TMR	STL1_E1R2_08min	147	NaN	NaN	31	NaN	NaN
sctc_E1R2_8m_I3_STL1	CTT1_CY5	CTT1_E1R2_08min	86	NaN	NaN	99	NaN	NaN
sctc_E1R2_8m_I3_CTT1	STL1_TMR	STL1_E1R2_08min	143	NaN	NaN	195	NaN	NaN
sctc_E1R2_8m_I4_STL1	CTT1_CY5	CTT1_E1R2_08min	91	NaN	NaN	109	NaN	NaN
sctc_E1R2_8m_I4_CTT1	STL1_TMR	STL1_E1R2_08min	149	NaN	NaN	137	NaN	NaN
sctc_E2R1_0m_I1_STL1	CTT1_CY5	CTT1_E2R1_00min	86	NaN	NaN	198	NaN	NaN
sctc_E2R1_0m_I1_CTT1	STL1_TMR	STL1_E2R1_00min	135	NaN	NaN	139	NaN	NaN
sctc_E2R1_0m_I2_STL1	CTT1_CY5	CTT1_E2R1_00min	81	NaN	NaN	197	NaN	NaN
sctc_E2R1_0m_I2_CTT1	STL1_TMR	STL1_E2R1_00min	131	NaN	NaN	119	NaN	NaN
sctc_E2R1_0m_I3_STL1	CTT1_CY5	CTT1_E2R1_00min	73	NaN	NaN	188	NaN	NaN
sctc_E2R1_0m_I3_CTT1	STL1_TMR	STL1_E2R1_00min	126	NaN	NaN	98	NaN	NaN
sctc_E2R1_0m_I4_STL1	CTT1_CY5	CTT1_E2R1_00min	68	NaN	NaN	169	NaN	NaN
