GROUP	TARGET	SALT_CONC	BIO_REPL	TIMEPOINT	CELL_COUNT	TOOL	TH_TYPE	STACK_TRIMMED	LR_SLOPE	LR_ICEPT	PEARSON_EST	PEARSON_P	PEARSON_CI95_LO	PEARSON_CI95_HI	SPEARMAN_EST	SPEARMAN_P
18	H3K36me3	H3K36me3	0	0	0	567	NeuertLab	Fixed	TRUE	0.191161774927399	0.501891456933245	0.931922445697346	4.69817792262995e-251	0.920192602165157	0.941980365302656	0.934165761862116	5.03840751102969e-255
19	H3K36me3	H3K36me3	0	0	0	567	NeuertLab	Variable	FALSE	0.174918259764738	16.3488323901582	0.591372551138576	8.97490749933164e-55	0.535086113777115	0.642431780565017	0.575352632498037	2.76383485251034e-51
20	H3K36me3	H3K36me3	0	0	0	567	NeuertLab	Variable	TRUE	0.606925205777928	25.0874674502828	0.808313130222288	4.26465559414713e-132	0.777735557613184	0.83507431908851	0.820441589736685	2.65681450183759e-139
21	H3K36me3	H3K36me3	0	0	0	567	Big-FISH	Fixed	FALSE	0.000867506617673065	0.125557670549213	0.211346210757825	3.79625695241566e-07	0.131288486074724	0.288665144509297	0.244911405655942	3.43924616952464e-09
22	H3K36me3	H3K36me3	0	0	0	567	Big-FISH	Fixed	TRUE	0.0174823729928237	0.0738633311757744	0.627430264989028	7.06163662642559e-55	0.570498035674064	0.678361442136855	0.637199709473168	4.62602805241916e-57
23	H3K36me3	H3K36me3	0	0	0	567	Big-FISH	Variable	FALSE	0.0369824178915888	-9.94643693830766	0.501514615121598	1.90371931925444e-37	0.437227855293831	0.560702374691829	0.460265285553486	4.4960665514676e-31
24	H3K36me3	H3K36me3	0	0	0	567	Big-FISH	Variable	TRUE	0.342239361013198	-13.7086910666996	0.775084385067545	3.71207951513258e-99	0.737069813481513	0.808209624924502	0.746921417946311	2.34547215732702e-88
25	H3K4me2	H3K4me2	0	0	0	295	NeuertLab	Fixed	FALSE	0.159274917722398	-4.57772849648741	0.89327768952769	9.29103816669939e-104	0.867582238545983	0.914216010289073	0.899964335004938	1.18157512659633e-107
26	H3K4me2	H3K4me2	0	0	0	295	NeuertLab	Fixed	TRUE	0.212711162517511	1.49443941273934	0.944557344219077	9.5086739341332e-144	0.930756904874195	0.955670448360413	0.949106347848605	4.76194932995932e-149
27	H3K4me2	H3K4me2	0	0	0	295	NeuertLab	Variable	FALSE	0.160686345067442	281.438662917875	0.231104061258734	6.15300638363067e-05	0.120075164315549	0.336423189408251	0.279665007050465	1.05685382133694e-06
