GROUP	N	SPEARMAN_EST	SPEARMAN_P	PEARSON_EST	PEARSON_CI95_LO	PEARSON_CI95_HI	PEARSON_P	LR_SLOPE	LR_YINTR	PERC_25_HB	PERC_50_HB	PERC_75_HB	MEAN_HB	STD_HB	WHISK_LO_HB	WHISK_HI_HB	PERC_25_BF	PERC_50_BF	PERC_75_BF	MEAN_BF	STD_BF	WHISK_LO_BF	WHISK_HI_BF	PERC_25_DB	PERC_50_DB	PERC_75_DB	MEAN_DB	STD_DB	WHISK_LO_DB	WHISK_HI_DB
73	sctc_E1R2C1_40min	662	0.966336758465926	0	0.977858271487058	0.974252488750515	0.980963955206897	0	0.958148900515184	0.179656752708137	1	3	7	5.53776435045317	7.696252884278	-8	16	1	3	7	5.59214501510574	7.85456679885646	-8	16	1	3	7	5.35498489425982	7.07872080782339	-8	16
74	sctc_E1R2C2_40min	662	0.221298523114946	8.68437388718406e-09	0.223690518821622	0.150046794812051	0.294865728878336	5.94054621570878e-09	0.00283003897110691	0.0485866103148616	0	0	0	0.323262839879154	0.642449162402835	0	0	53	85.5	133.75	97.0574018126888	50.7801439915147	-68.125	254.875	0	0	0	0.0785498489425982	0.320540881424074	0	0
75	sctc_E1R2C1_45min	253	0.963409686037233	1.55972680079731e-145	0.974728358969203	0.967732774424461	0.980222533654708	2.13485416107382e-165	1.0936675240307	-0.181343570676141	0	1	5	4.47430830039526	7.66953440256922	-7.5	12.5	0	2	4	4.25691699604743	6.8354527477624	-6	10	1	2	5	4.84189723320158	7.51867407714192	-5	11
76	sctc_E1R2C2_45min	253	0.298225367999864	1.36230741340759e-06	0.368519606710591	0.256865872808016	0.470465498987808	1.47762221957465e-09	0.00847491300204548	-0.0668534708317141	0	0	1	0.644268774703557	1.06901562367627	-1.5	2.5	50	71	105	83.9090909090909	46.4846325985381	-32.5	187.5	0	0	1	0.351778656126482	0.671682617099817	-1.5	2.5
77	sctc_E1R2C1_4min	1018	0.952898492119351	0	0.957167070333623	0.951694437598651	0.962031759256274	0	1.21201601079139	-0.00602085227065856	0	0	1	1.27504911591356	2.87992854841857	-1.5	2.5	0	0	1	1.05697445972495	2.27436993151607	-1.5	2.5	0	1	2	1.69056974459725	3.03657311338105	-3	5
78	sctc_E1R2C2_4min	1018	0.0174935933304916	0.577179389759479	-0.0271260569673893	-0.0884210148621487	0.0343735611852191	0.387267826975313	-0.000922918052266342	0.427274005416105	0	0	0	0.378192534381139	1.43881980557118	0	0	20	53	79	53.1807465618861	42.2892454166325	-68.5	167.5	0	0	0	0.270137524557957	1.24197014989953	0	0
79	sctc_E1R2C1_50min	118	0.927698131347806	1.83531309011983e-51	0.988927437235211	0.984080173310031	0.992304532145067	5.75200205917593e-98	0.992514799806063	-0.130441809377306	0	1	3.75	3.92372881355932	6.98246494773459	-5.625	9.375	1	2	4	4.08474576271186	6.95722740627861	-3.5	8.5	1	2	4	4.04237288135593	6.66460746120189	-3.5	8.5
80	sctc_E1R2C2_50min	118	0.371217203085226	3.49741058420981e-05	0.370534350910219	0.203398100263404	0.516687260789211	3.62459843909636e-05	0.0129737044977571	0.0586890689687235	0	1	2	1.3728813559322	1.7086837547766	-3	5	60	90.5	140	101.296610169492	48.8007127105784	-60	260	0	0	0	0.161016949152542	0.45235072587258	0	0
81	sctc_E1R2C1_55min	446	0.980064439214614	9.26908328412487e-314	0.975060544517612	0.970031613523335	0.979254468007974	2.07338737160171e-292	0.916784581064213	0.157636888549866	1	3	11	7.89686098654709	11.8486006954011	-14	26	1	3	11	8.44170403587444	12.6017641269867	-14	26	1	3	11	7.45291479820628	10.4849288532585	-14	26
82	sctc_E1R2C2_55min	446	0.207915344773166	9.55293574860412e-06	0.210384038401011	0.119873258537924	0.297426375543238	7.4357366030468e-06	0.00388183356809345	0.224619085650993	0	0	1	0.618834080717489	0.930388095562268	-1.5	2.5	64	89	128.75	101.553811659193	50.4243165996301	-33.125	225.875	0	0	0	0.2847533632287	0.56257099001716	0	0
83	sctc_E1R2C1_6min	1132	0.98517022765797	0	0.984597795485051	0.982708403628309	0.986282168498797	0	1.22153106471936	-0.0355857025528505	0	2	11	7.15547703180212	10.4032163649512	-16.5	27.5	0	2	9	5.886925795053	8.38536505106257	-13.5	22.5	0	2	11	6.94964664310954	9.42906552216447	-16.5	27.5
84	sctc_E1R2C2_6min	1132	0.877115825903447	0	0.97060502268061	0.967027652350064	0.973799432221237	0	1.38391453510247	0.41705856592441	0	0	2	3.02473498233216	6.61799033904994	-3	5	0	0	1	1.88427561837456	4.64151109060942	-1.5	2.5	0	0	2	2.73144876325088	5.74636012299568	-3	5
85	sctc_E1R2C1_8min	366	0.985527780424562	1.14342929859415e-282	0.973518961112219	0.96756779986349	0.9783901049445	2.1916537876625e-235	1.42341507549087	-0.496094341789105	2	11	24	14.9125683060109	15.0630821661649	-31	57	1	9	18	10.8251366120219	10.3021222368998	-24.5	43.5	2	11	22	14.0710382513661	13.5557856025626	-28	52
86	sctc_E1R2C2_8min	366	0.580509408077317	2.35229709491584e-34	0.293474450261174	0.196887553143496	0.384419616045956	1.05422100807744e-08	0.195146397655658	6.31639591714676	0	3	13	9.06284153005464	13.2093319695459	-19.5	32.5	0	4	22	14.0737704918033	19.8650935126163	-33	55	0	2	11	7.33333333333333	10.8313767112582	-16.5	27.5
87	sctc_E2R1C1_0min	918	0.895920131896412	0	0.923520485367973	0.913396967700093	0.932502353720651	0	0.823430175517466	0.0126404555407216	0	0	1	0.686274509803922	1.80561557660942	-1.5	2.5	0	0	1	0.818082788671024	2.02509335129768	-1.5	2.5	0	0	1	1.01960784313725	2.07168348793451	-1.5	2.5
88	sctc_E2R1C2_0min	918	0.277915475211241	9.61121167639634e-18	0.234037190147926	0.171936964660425	0.294284689855891	6.90610257084896e-13	0.00389002043164437	0.0218757187143084	0	0	0	0.326797385620915	0.706690864899123	0	0	42.25	69	104.75	78.3856209150327	42.5169860237174	-51.5	198.5	0	0	0	0.0915032679738562	0.353073011207878	0	0
89	sctc_E2R1C1_10min	1480	0.316009507981781	1.11980410416184e-35	0.268247849841983	0.220304678730726	0.314898080120049	8.27264565686824e-26	0.573659407886111	30.2420728039701	17	30	45	33.5216216216216	23.4894608753891	-25	87	0	1	4	5.71689189189189	10.9838647935526	-6	10	12	20	29	21.7283783783784	14.5711471296361	-13.5	54.5
90	sctc_E2R1C2_10min	1480	0.43023102536521	9.74168816857697e-68	0.207605978946482	0.158326440404593	0.255853830345679	7.14175155165015e-16	0.211437668584101	31.3225475410107	12	31	49	34.3006756756757	26.5903641202259	-43.5	104.5	1	2	6.25	14.0851351351351	26.1084915033813	-6.875	14.125	7	15	25	17.1324324324324	13.5581297573598	-20	52
91	sctc_E2R1C1_15min	3127	0.561187886663232	5.48406536424736e-259	0.635090666335119	0.613700280423642	0.6555494360132	0	1.24227077637544	34.1536879573907	36	53	72	55.8995842660697	29.2426282712144	-18	126	5	15	26	17.5049568276303	14.9498165998415	-26.5	57.5	17	25	35	26.622321714103	14.5393212505336	-10	62
92	sctc_E2R1C2_15min	3127	0.428761569729473	4.71508513778283e-140	0.273387772666543	0.24064165382525	0.305512247747575	1.00583197339697e-54	0.377801220350266	51.3507880508948	34	56	78	56.8321074512312	35.1442182571642	-32	144	1	3	12	14.5084745762712	25.4313618747053	-15.5	28.5	11	21	30	21.3082826990726	14.4789521766952	-17.5	58.5
93	sctc_E2R1C1_1min	2738	0.927084762516251	0	0.926736836569099	0.921258876437779	0.931847217842472	0	0.909437617973468	-0.00158455824952983	0	0	1	0.58400292184076	1.50035671412826	-1.5	2.5	0	0	1	0.643900657414171	1.52889632834283	-1.5	2.5	0	0	1	0.761869978086194	1.56069965781047	-1.5	2.5
94	sctc_E2R1C2_1min	2738	0.176322696346357	1.47284022716476e-20	0.137546722242027	0.100605227728904	0.174109487445985	4.8889784703898e-13	0.00507125493425405	0.109572009452592	0	0	1	0.476260043827611	1.14670293560461	-1.5	2.5	50	66	88	72.3071585098612	31.1018144862649	-7	145	0	0	0	0.189554419284149	0.64725079954561	0	0
95	sctc_E2R1C1_20min	1821	0.349052831474789	2.56188872985285e-53	0.435668967676849	0.397692625141788	0.472155127012145	3.11031767919712e-85	0.701219228760178	52.9205564262654	39	59	87	66.617243272927	38.0318563589863	-33	159	2	11	29	19.5326743547501	23.6292715875032	-38.5	69.5	8	14	22	16.6496430532674	11.4088473541126	-13	43
96	sctc_E2R1C2_20min	1821	0.436559906263139	1.29682781673153e-85	0.344567952623524	0.30343548704562	0.384418633914596	6.46950388863143e-52	0.378169371896152	56.4265393574689	38	57	83	63.7830862163646	38.5518298125862	-29.5	150.5	1	3	14	19.4530477759473	35.126390595326	-18.5	33.5	9	14	22	16.4953322350357	11.3587650796231	-10.5	41.5
97	sctc_E2R1C1_25min	1611	0.912135945611179	0	0.919998426521266	0.912143826113273	0.927177546194175	0	1.53847721211405	4.2783446694528	48	73	104	77.5226567349472	41.2266114611025	-36	188	30	45	63	47.6083178150217	24.6532203248559	-19.5	112.5	11	20	32	22.1117318435754	14.9826377419642	-20.5	63.5
98	sctc_E2R1C2_25min	1611	0.536996820517552	5.11293547403584e-121	0.536230595432315	0.500499770822404	0.570137705361232	1.29656552706321e-120	1.2063207351204	38.8853458413908	30	53	79	56.1707014276847	35.9402372917659	-43.5	152.5	1	8	24	14.3289882060832	15.9760619890354	-33.5	58.5	14	25	38	26.7815021725636	17.1403973943209	-22	74
99	sctc_E2R1C1_2min	1074	0.902796481757295	0	0.971957086570396	0.968444967804062	0.975083249749381	0	0.924961058372141	-0.0569761693272643	0	0	1	0.663873370577281	1.86538045880304	-1.5	2.5	0	0	1	0.779329608938548	1.96015793278307	-1.5	2.5	0	0	1	1.0391061452514	2.16305450511025	-1.5	2.5
100	sctc_E2R1C2_2min	1074	0.152420924046843	5.20322521231169e-07	0.163080003018	0.104278896059095	0.220744962608872	7.69061793695292e-08	0.00420139102332533	0.0079615238655004	0	0	0	0.295158286778399	0.887646827354776	0	0	43	61	82.75	68.3575418994413	34.4546476346214	-16.625	142.375	0	0	0	0.103351955307263	0.523027901191588	0	0
101	sctc_E2R1C1_30min	458	0.967884454158131	1.41035969281273e-275	0.966156914681671	0.959467835142106	0.971757996857801	1.78318550667662e-270	1.46740080117857	1.18542895214435	29	53	74.75	55.3318777292576	32.4455967681176	-39.625	143.375	20	35	49	36.8995633187773	21.3626281540209	-23.5	92.5	16	28	43	30.8864628820961	18.4019131384504	-24.5	83.5
102	sctc_E2R1C2_30min	458	0.491052126078265	3.59778262918743e-29	0.577158879175686	0.512642243464512	0.635194553098663	4.93233569340414e-42	0.278234758357485	3.30514309138814	6	14	26	18.2532751091703	16.4135971337621	-24	56	27.25	46.5	77.5	53.7248908296943	34.0476990757275	-48.125	152.875	4	10	19	12.7532751091703	11.1354422718344	-18.5	41.5
103	sctc_E2R1C1_35min	683	0.93187708350231	4.24731548063141e-302	0.922289159527149	0.910249443662787	0.932770631940808	2.34146842199677e-283	1.58591564020989	-1.50937015754427	34	58	87	62.2430453879941	37.6654055840208	-45.5	166.5	24	38	54	40.199121522694	21.9043146927654	-21	99	21	36	53.5	38.2386530014641	22.1489922703831	-27.75	102.25
104	sctc_E2R1C2_35min	683	0.328993045438149	1.05429771058053e-18	0.293711164098069	0.223618445227336	0.360781602035651	4.67617386197836e-15	0.110270273835806	-0.436668336146937	1	3	8	6.32210834553441	10.018687536159	-9.5	18.5	41	58	75.5	61.2928257686676	26.6853457112263	-10.75	127.25	1	2	6	5.23718887262079	8.01332974920872	-6.5	13.5
105	sctc_E2R1C1_40min	526	0.964831445510816	3.17151571599226e-306	0.959246884271952	0.951810741238409	0.965555796980858	8.90349745266132e-290	1.47106812312707	-1.45599758461987	19.25	40	64.75	45.0057034220532	32.5183313251299	-49	133	16	30	43	31.5836501901141	21.2043939467916	-24.5	83.5	15	30	47.75	33.3384030418251	23.0890517967594	-34.125	96.875
106	sctc_E2R1C2_40min	526	0.223034032152729	2.36247108328349e-07	0.139624639766705	0.054784582873539	0.222463105995757	0.00132564884426274	0.00952278048299426	0.867565861859429	0	1	1	1.31368821292776	2.72946582768651	-1.5	2.5	2	47.5	76	46.8479087452471	40.0198958305115	-109	187	0	0	1	1.11406844106464	2.36770167584159	-1.5	2.5
107	sctc_E2R1C1_45min	401	0.976537691218423	3.4156332501984e-268	0.955108968271312	0.945627162729046	0.962968760316093	6.53837933981339e-213	1.63763171035846	-2.4678116443613	6	19	41	25.2044887780549	23.4278270396659	-46.5	93.5	5	16	26	16.8977556109726	13.6637117925593	-26.5	57.5	5	17	30	19.7456359102244	17.1281971368007	-32.5	67.5
108	sctc_E2R1C2_45min	401	0.132203290630821	0.00803135355382155	0.0263202709768198	-0.0717940317487887	0.123930089994092	0.599229579884654	0.00159187565077432	0.618094005806425	0	0	1	0.728179551122195	1.79817377571824	-1.5	2.5	46	65	86	69.1546134663342	29.7312299596353	-14	146	0	0	1	0.486284289276808	1.35478279033119	-1.5	2.5
109	sctc_E2R1C1_4min	548	0.888365025664059	1.01223526986852e-186	0.826192744291353	0.797630669598443	0.851057619443323	3.60129306736268e-138	0.778652204431048	0.0562839333601392	0	0	1	0.671532846715328	1.57149884346342	-1.5	2.5	0	0	1	0.79014598540146	1.66744656310375	-1.5	2.5	0	1	2	1.2007299270073	1.95746343158093	-3	5
110	sctc_E2R1C2_4min	548	0.240271277336391	1.23080345384251e-08	0.203683887455043	0.122006426835927	0.282621204562159	1.52661816009408e-06	0.00620687424926709	0.0816438193274948	0	0	1	0.494525547445255	1.06719709824966	-1.5	2.5	38	61	87	66.5200729927007	35.020985591564	-35.5	160.5	0	0	0	0.301094890510949	0.898220201445409	0	0
111	sctc_E2R1C1_50min	325	0.983199462792485	1.17133120199211e-240	0.978833881218024	0.973734131977987	0.982952021741105	1.31039367230511e-224	1.10374477018305	0.325602055204908	3	11	25	16.9938461538462	18.674931015483	-30	58	3	10	22	15.1015384615385	16.5614874934651	-25.5	50.5	3	10	21	14.3046153846154	15.2208883313505	-24	48
112	sctc_E2R1C2_50min	325	0.168214023781744	0.00234585876434562	0.0906737477938422	-0.0182990004929705	0.197517552165724	0.10274084612311	0.00193069719410833	0.330213230157553	0	0	1	0.483076923076923	1.35987123014758	-1.5	2.5	40	64	110	79.1753846153846	63.8653338963651	-65	215	0	0	0	0.187692307692308	0.744425309104753	0	0
113	sctc_E2R1C1_55min	419	0.985782117849986	0	0.97223422447702	0.966449325541802	0.977033324792686	3.75336759570346e-265	1.21680596653384	-0.242119642647259	2	8	21	15.0071599045346	19.1649212622001	-26.5	49.5	2	7	18	12.5322195704057	15.3128706408262	-22	42	2	7	19	13.3365155131265	16.3817753295826	-23.5	44.5
114	sctc_E2R1C2_55min	419	0.0489073070187073	0.317932941883914	0.0337847385476393	-0.0622170720033461	0.129167116413902	0.490390850667928	0.000650283392963947	0.313997959669128	0	0	1	0.346062052505967	0.80492057676286	-1.5	2.5	17.5	41	75.5	49.3078758949881	41.8187386173276	-69.5	162.5	0	0	0	0.157517899761337	0.610129444685416	0	0
115	sctc_E2R1C1_6min	688	0.973372696036732	0	0.970754165440777	0.966108980677776	0.974770839884981	0	1.19157627219187	0.0273548441482359	0	2	7	4.88372093023256	7.00059237194294	-10.5	17.5	0	2	5	4.07558139534884	5.70324734069749	-7.5	12.5	0	2	7	5.0203488372093	7.01461513532761	-10.5	17.5
116	sctc_E2R1C2_6min	688	0.260197377806008	4.14183290350617e-12	0.271945343189458	0.201290273089687	0.339785224033387	3.94901256310275e-13	0.0504963006051721	1.48731684046993	0	1	4	3.36191860465116	5.70641283165713	-6	10	15.75	30.5	54.25	37.1235465116279	30.7316056282899	-42	112	0	0	3	2.38517441860465	4.4409318787915	-4.5	7.5
117	sctc_E2R1C1_8min	424	0.983386872562942	7.31948594342299e-315	0.954205624404865	0.944831161940198	0.962018258143514	2.72502513169063e-223	1.17944410654254	0.192097019897458	2	11	25.25	15.9504716981132	16.5772038571116	-32.875	60.125	2	9	21	13.3608490566038	13.4114546586964	-26.5	49.5	3	12	23	15.2122641509434	14.9690694675516	-27	53
118	sctc_E2R1C2_8min	424	0.367854215381276	4.94167291760875e-15	0.244181647748125	0.152494468731958	0.331701505284008	3.57267619084015e-07	0.128237751231456	14.2807125196133	2	12	29	17.6415094339623	18.1903196551986	-38.5	69.5	1	6	44	26.2075471698113	34.6367757062006	-63.5	108.5	1	9	20	12.3655660377358	12.5869399522703	-27.5	48.5
119	sctc_E2R2C1_0min	396	0.79139857841575	3.08488183106236e-86	0.920336749725598	0.903757450196552	0.934158779024337	1.03026393315039e-162	0.96283081960631	-0.17890322730117	0	0	1	0.616161616161616	1.64867155241368	-1.5	2.5	0	0	1	0.825757575757576	1.57590823539893	-1.5	2.5	0	0	1	1.00252525252525	1.7881448379217	-1.5	2.5
120	sctc_E2R2C2_0min	396	0.21650361648722	1.38385948137224e-05	0.230850937961294	0.135384642457096	0.322070231721233	3.44710559247098e-06	0.00492685248180378	0.0637692965980589	0	0	1	0.452020202020202	0.749832696678777	-1.5	2.5	53	72.5	97	78.8030303030303	35.1339079019813	-13	163	0	0	0	0.0732323232323232	0.279584966484626	0	0
121	sctc_E2R2C1_10min	644	0.973212788729656	0	0.967872902689409	0.962593618004563	0.972417576151614	0	1.40166706430505	-0.114111031925508	8.75	21	34	22.7173913043478	18.1394531141528	-29.125	71.875	6	15	24	16.2888198757764	12.525574429116	-21	51	6	17	27	18.110248447205	13.7063840888264	-25.5	58.5
122	sctc_E2R2C2_10min	644	0.617884448028297	4.59898104973859e-69	0.546567039044763	0.489998855620747	0.598551315133305	1.93580085740152e-51	0.343503722810344	3.64270280317534	0	12	33	18.3850931677019	19.7531617208368	-49.5	82.5	18	39	65	42.917701863354	31.4303059809663	-52.5	135.5	1	14	22	13.9767080745342	11.9575877392956	-30.5	53.5
123	sctc_E2R2C1_15min	363	0.951569161914106	5.28617050915358e-187	0.947214883118353	0.935492009870898	0.956854877587859	1.9898903279111e-180	1.6077034309188	0.0828411302695715	23	39	56.5	42.1267217630854	25.9759860839898	-27.25	106.75	15	24	35	26.1515151515152	15.3043404332158	-15	65	18	30	41	30.9090909090909	18.1833813993993	-16.5	75.5
124	sctc_E2R2C2_15min	363	0.525657009978827	3.52996161873555e-27	0.593210418464442	0.522160830683036	0.656082594584942	7.06406559380172e-36	0.626693975962362	12.5444580804822	22	45	65.5	45.5261707988981	32.0684050194281	-43.25	130.75	30	47	70.5	52.6280991735537	30.3550260425747	-30.75	131.25	12	23	35	24.1955922865014	17.2140499717526	-22.5	69.5
125	sctc_E2R2C1_1min	1487	0.843761337189725	0	0.948347381067707	0.942972441686755	0.953227918757157	0	0.933322487429898	-0.138210122901022	0	0	1	0.722932078009415	2.39332967406534	-1.5	2.5	0	0	1	0.9226630800269	2.43185818299698	-1.5	2.5	0	0	1	0.916610625420309	2.11793274446145	-1.5	2.5
126	sctc_E2R2C2_1min	1487	0.199881575301124	7.25725914809097e-15	0.0581414809536376	0.00732886738471759	0.108654618159093	0.0249586501441803	0.0071886918363513	0.248943585042876	0	0	0	0.423671822461332	3.91661804010023	0	0	0	7	42	24.305985205111	31.677247872785	-63	105	0	0	0	0.138533960995293	1.45119387524541	0	0
127	sctc_E2R2C1_20min	1732	0.541752665618297	1.07802426205756e-132	0.622050692628478	0.592303794348681	0.650104091783333	4.72478235141356e-186	1.39840762051673	32.8104556888378	36	52.5	72	55.9867205542725	27.7424681236651	-18	126	7	14	24	16.5733256351039	12.3406231905205	-18.5	49.5	8	14	20	15.3550808314088	10.0991796112719	-10	38
128	sctc_E2R2C2_20min	1732	0.235148454354447	3.45648901090645e-23	0.269817291654897	0.22558325560892	0.312941128388221	2.83859211912447e-30	0.272373767501784	46.7696082784305	34	53	73	54.5577367205543	31.1260016051857	-24.5	131.5	4	17	45	28.5935334872979	30.833855735032	-57.5	106.5	6	11	17	12.3239030023095	8.94754243070256	-10.5	33.5
129	sctc_E2R2C1_25min	122	0.933735410082446	2.24601716035196e-55	0.917288589922205	0.883606897591886	0.941526090264129	8.19303934049764e-50	1.27451065810932	11.6311154039199	41.25	60.5	79.75	59.5819672131148	31.2832540855445	-16.5	137.5	22.25	36	48	37.6229508196721	22.5151291169868	-16.375	86.625	29.25	44.5	58	44.7540983606557	23.5867701660545	-13.875	101.125
130	sctc_E2R2C2_25min	122	0.56777988639791	9.10916394347855e-12	0.626916497940498	0.505487760016899	0.723994562416726	1.11989405331758e-14	0.586893992470727	19.3121157646673	28	48.5	72.5	52.0819672131148	32.3681279222169	-38.75	139.25	29	50.5	76.75	55.8360655737705	34.575432126098	-42.625	148.375	16.25	30	43	30.672131147541	18.6837281142475	-23.875	83.125
131	sctc_E2R2C1_2min	211	0.834399770200028	5.57274442513811e-56	0.942526265536165	0.925246873748865	0.955902963275948	1.84370227100182e-101	0.76112465129937	-0.0335310527088543	0	0	0.5	0.720379146919431	2.23873090076482	-0.75	1.25	0	0	1	0.990521327014218	2.77229580179284	-1.5	2.5	0	0	1	1.13270142180095	2.33226270695136	-1.5	2.5
132	sctc_E2R2C2_2min	211	0.0176477895197822	0.798842053873329	-0.0583547911150244	-0.191910736168874	0.0773232285732767	0.399040629746378	-0.000753241045580308	0.337033448184717	0	0	0	0.308056872037915	0.693425943852198	0	0	0	2	63.5	38.4691943127962	53.7208193109805	-95.25	158.75	0	0	0	0.0853080568720379	0.296523145939124	0	0
133	sctc_E2R2C1_30min	338	0.935314471278534	1.14067936263723e-153	0.93628130617379	0.92165937402506	0.948247617362404	9.87173680967869e-155	1.75674765436167	2.29732269551299	40	66	95	68.9289940828402	37.4784723908763	-42.5	177.5	23	36	49	37.9289940828402	19.9746349433882	-16	88	25.25	41	57	42.3905325443787	22.5001450509101	-22.375	104.625
134	sctc_E2R2C2_30min	338	0.456217281955427	8.87120206759256e-19	0.507190792196648	0.423423507430785	0.582358802628287	1.70586732010397e-23	0.503791386149534	15.1950033560258	18	41	67	44.9112426035503	32.3839785862469	-55.5	140.5	35	55	78	58.9852071005917	32.6024942172446	-29.5	142.5	13	28	42	29.5710059171598	20.5424071656708	-30.5	85.5
135	sctc_E2R2C1_35min	403	0.926316050975724	4.25889988781218e-172	0.933101248193367	0.919201349327835	0.944678856115997	3.31411785217714e-180	1.60267909294135	4.6887995866908	34	54	80.5	62.0074441687345	39.6707524652977	-35.75	150.25	19	31	47	35.7642679900744	23.0968437818725	-23	89	18	28	44	33.5732009925558	22.7569130369639	-21	83
136	sctc_E2R2C2_35min	403	0.659753617822823	1.05359762311024e-51	0.747373501692854	0.700855671389537	0.787561163974061	3.31950825517186e-73	0.394737015829228	0.893681861009891	9	19	34	24.0372208436725	20.7203868703765	-28.5	71.5	30	49	78	58.6302729528536	39.2308485668937	-42	150	6	12	22	15.5235732009926	13.3180129072429	-18	46
137	sctc_E2R2C1_40min	562	0.960690772325219	7.5512096680042e-314	0.96568774944861	0.959625083071277	0.970853590803764	0	1.20031184545775	-0.0978419762417831	29	47	75.75	55.9750889679715	38.1810970216699	-41.125	145.875	26	40	61	46.7153024911032	30.7178653562935	-26.5	113.5	18	28	45	32.9875444839858	21.4350951174492	-22.5	85.5
138	sctc_E2R2C2_40min	562	0.361906381686735	7.81510815505478e-19	0.384122522207803	0.311304425191022	0.452456211390366	3.35820322854117e-21	0.093682447318394	3.53182036205407	2	5	12	8.79537366548043	10.4706931613442	-13	27	26	49	83	56.1850533807829	42.9325789571876	-59.5	168.5	1	4	9	6.58540925266904	7.65550613956328	-11	21
139	sctc_E2R2C1_45min	260	0.892232056007978	4.63084037360434e-91	0.908550844733145	0.884679514822735	0.927670449381234	8.70904344748923e-100	1.40872606375679	1.77600508519931	15	23	36	27.2576923076923	18.0689087062684	-16.5	67.5	10	16	24	18.0884615384615	11.6534524992791	-11	45	11	16	25	18.2884615384615	11.2386133511403	-10	46
140	sctc_E2R2C2_45min	260	0.275612068347289	6.47180146300725e-06	0.164189644074141	0.0434029200918248	0.280245607773864	0.00798392724789625	0.0126699081192516	0.588426865179435	0	1	2	1.36538461538462	2.43231816713432	-3	5	39	54	74	61.3230769230769	31.5204696338745	-13.5	126.5	0	0	1	0.626923076923077	1.23777658811713	-1.5	2.5
141	sctc_E2R2C1_4min	217	0.779079570859773	1.75269746597043e-45	0.817971580426143	0.768509400105187	0.857715548067285	1.55621381288315e-53	0.744875098017249	-0.00868152794891703	0	0	1	0.571428571428571	1.25672792575206	-1.5	2.5	0	0	1	0.778801843317972	1.38005382423091	-1.5	2.5	0	0	1	0.764976958525346	1.38613141526789	-1.5	2.5
142	sctc_E2R2C2_4min	217	0.0276646555493374	0.685294005236993	-0.00954156680856382	-0.142544834657709	0.123800169066118	0.888859552180417	-0.000200539061754092	0.541063041757354	0	0	1	0.529953917050691	1.20580252118195	-1.5	2.5	0	46	105	55.3963133640553	57.3715924127562	-157.5	262.5	0	0	0	0.133640552995392	0.581841043438259	0	0
143	sctc_E2R2C1_50min	447	0.97261877198723	3.71446727076229e-284	0.960896627330031	0.953089070079831	0.967426416376881	2.71389272288589e-250	1.26039301706891	-2.1822514121203	8.5	26	49	32.8747203579418	29.10129919973	-52.25	109.75	10	24	41	27.8143176733781	22.1862068999497	-36.5	87.5	8	20	34	23.2572706935123	18.640534805248	-31	73
144	sctc_E2R2C2_50min	447	0.147816830079028	0.00172629396198513	0.0650044498100756	-0.027912279080901	0.156807491827999	0.170078506718307	0.00591260828681028	0.97897473371867	0	0	2	1.36912751677852	3.97020685992668	-3	5	41	67	96	65.986577181208	43.6492830308822	-41.5	178.5	0	0	1	0.825503355704698	2.47878408539935	-1.5	2.5
145	sctc_E2R2C1_55min	580	0.971195945840646	0	0.960034929691486	0.953116830869146	0.965949988089773	7.70742407512345e-322	1.48489510091948	-2.67576795290023	4	15	38	24.2827586206897	27.6924145411614	-47	89	4	13	28	18.1551724137931	17.9040830766758	-32	64	3	13	28	18.1844827586207	19.2312201350821	-34.5	65.5
146	sctc_E2R2C2_55min	580	0.174379805905041	2.41115317963093e-05	0.0607499847017447	-0.0207664978944446	0.141464093366136	0.143947679095421	0.00865169996364969	0.626799433641299	0	0	1	1.12413793103448	6.51649455827997	-1.5	2.5	2	59	90	57.4844827586207	45.7571282392819	-130	222	0	0	1	0.741379310344828	4.62761981004349	-1.5	2.5
147	sctc_E2R2C1_60min	815	0.980717099600701	0	0.973554832576191	0.969713930376391	0.976914337696906	0	1.11240594482602	0.244349576619231	4	12	27	18.1288343558282	19.1972648668849	-30.5	61.5	3	11	23.5	16.0773006134969	16.8010518734903	-27.75	54.25	3	10	21	14.2883435582822	13.9287957285235	-24	48
148	sctc_E2R2C2_60min	815	0.0875310458500999	0.0124256996991916	0.0285946618912658	-0.0401571859599501	0.0970770255307713	0.414934917254968	0.000691719176594127	0.369256299544114	0	0	0	0.407361963190184	1.44376820142152	0	0	0	47	94	55.0883435582822	59.6832717176975	-141	235	0	0	0	0.209815950920245	0.866466086813463	0	0
149	sctc_E2R2C1_6min	788	0.974368614171372	0	0.970517057193442	0.966164557063525	0.974316977058066	0	1.13088830788593	-0.0750930584491867	0	1	4	3.7753807106599	6.5530037522971	-6	10	0	1	4	3.40482233502538	5.62372240751682	-6	10	0	1	4	3.69416243654822	5.94994934974738	-6	10
150	sctc_E2R2C2_6min	788	0.534844799961769	1.63606528981965e-59	0.187029363205371	0.118740138864485	0.253557578757215	1.23280122983986e-07	0.0446393937968422	2.14569571384017	0	1	2	2.65989847715736	5.00429964963398	-3	5	0	1	10	11.5190355329949	20.9669284717328	-15	25	0	0	2	1.94416243654822	3.66714579143845	-3	5
