IMGNAME	GROUP_A	GROUP_B	THVAL_HB	SPOTS_HB	FSCORE_HB	THVAL_BF	SPOTS_BF	FSCORE_BF
sctc_E2R3_4m_I4_STL1	CTT1_CY5	CTT1_E2R3_04min	50	164	NaN	108	199	NaN
sctc_E2R3_4m_I4_CTT1	STL1_TMR	STL1_E2R3_04min	85	55	NaN	197	64	NaN
sctc_E2R3_50m_I1_STL1	CTT1_CY5	CTT1_E2R3_50min	53	4878	NaN	105	4291	NaN
sctc_E2R3_50m_I1_CTT1	STL1_TMR	STL1_E2R3_50min	86	77	NaN	229	114	NaN
sctc_E2R3_50m_I2_STL1	CTT1_CY5	CTT1_E2R3_50min	69	4622	NaN	141	4140	NaN
sctc_E2R3_50m_I2_CTT1	STL1_TMR	STL1_E2R3_50min	72	119	NaN	183	156	NaN
sctc_E2R3_50m_I3_STL1	CTT1_CY5	CTT1_E2R3_50min	42	2862	NaN	80	2643	NaN
sctc_E2R3_50m_I3_CTT1	STL1_TMR	STL1_E2R3_50min	66	74	NaN	168	93	NaN
sctc_E2R3_50m_I4_STL1	CTT1_CY5	CTT1_E2R3_50min	44	3476	NaN	141	3280	NaN
sctc_E2R3_50m_I4_CTT1	STL1_TMR	STL1_E2R3_50min	93	66	NaN	172	143	NaN
sctc_E2R3_55m_I1_STL1	CTT1_CY5	CTT1_E2R3_55min	57	5132	NaN	115	4262	NaN
sctc_E2R3_55m_I1_CTT1	STL1_TMR	STL1_E2R3_55min	86	104	NaN	286	163	NaN
sctc_E2R3_55m_I2_STL1	CTT1_CY5	CTT1_E2R3_55min	53	5383	NaN	121	4370	NaN
sctc_E2R3_55m_I2_CTT1	STL1_TMR	STL1_E2R3_55min	99	134	NaN	279	141	NaN
sctc_E2R3_55m_I3_STL1	CTT1_CY5	CTT1_E2R3_55min	57	5107	NaN	147	4114	NaN
sctc_E2R3_55m_I3_CTT1	STL1_TMR	STL1_E2R3_55min	83	68	NaN	300	78	NaN
sctc_E2R3_55m_I4_STL1	CTT1_CY5	CTT1_E2R3_55min	52	6504	NaN	136	5726	NaN
sctc_E2R3_55m_I4_CTT1	STL1_TMR	STL1_E2R3_55min	78	212	NaN	159	116	NaN
sctc_E2R3_6m_I1_STL1	CTT1_CY5	CTT1_E2R3_06min	69	762	NaN	124	670	NaN
sctc_E2R3_6m_I1_CTT1	STL1_TMR	STL1_E2R3_06min	80	624	NaN	170	498	NaN
sctc_E2R3_6m_I2_STL1	CTT1_CY5	CTT1_E2R3_06min	57	1849	NaN	125	1535	NaN
sctc_E2R3_6m_I2_CTT1	STL1_TMR	STL1_E2R3_06min	82	942	NaN	190	713	NaN
sctc_E2R3_6m_I3_STL1	CTT1_CY5	CTT1_E2R3_06min	67	1547	NaN	106	1379	NaN
sctc_E2R3_6m_I3_CTT1	STL1_TMR	STL1_E2R3_06min	73	989	NaN	136	811	NaN
sctc_E2R3_6m_I4_STL1	CTT1_CY5	CTT1_E2R3_06min	74	1429	NaN	113	1275	NaN
sctc_E2R3_6m_I4_CTT1	STL1_TMR	STL1_E2R3_06min	75	701	NaN	154	474	NaN
sctc_E2R3_8m_I1_STL1	CTT1_CY5	CTT1_E2R3_08min	62	3710	NaN	119	3048	NaN
sctc_E2R3_8m_I1_CTT1	STL1_TMR	STL1_E2R3_08min	91	3110	NaN	483	307	NaN
sctc_E2R3_8m_I2_STL1	CTT1_CY5	CTT1_E2R3_08min	54	2912	NaN	105	2602	NaN
sctc_E2R3_8m_I2_CTT1	STL1_TMR	STL1_E2R3_08min	69	2626	NaN	117	2065	NaN
sctc_E2R3_8m_I3_STL1	CTT1_CY5	CTT1_E2R3_08min	55	3486	NaN	113	2797	NaN
sctc_E2R3_8m_I3_CTT1	STL1_TMR	STL1_E2R3_08min	66	2532	NaN	170	1914	NaN
sctc_E2R3_8m_I4_STL1	CTT1_CY5	CTT1_E2R3_08min	66	3557	NaN	103	2965	NaN
sctc_E2R3_8m_I4_CTT1	STL1_TMR	STL1_E2R3_08min	70	2823	NaN	154	2235	NaN
sctc_E2R3_8m_I5_STL1	CTT1_CY5	CTT1_E2R3_08min	62	3283	NaN	76	2682	NaN
sctc_E2R3_8m_I5_CTT1	STL1_TMR	STL1_E2R3_08min	82	2553	NaN	126	1993	NaN
rsfish_celegans	Preibisch_celegans	Preibisch_celegans	545	1321	NaN	145	1393	NaN
rsfish_sim_bgs_30A	Preibisch_sim	Preibisch_sim	25	37	0.865672	942	85	0.521739
rsfish_sim_bgs_30B	Preibisch_sim	Preibisch_sim	32	36	0.878788	325	9021	0.006629
rsfish_sim_bgs_30C	Preibisch_sim	Preibisch_sim	28	40	0.828571	348	9113	0.006562
rsfish_sim_bgs_300A	Preibisch_sim	Preibisch_sim	24	403	0.819346	296	8508	0.066076
rsfish_sim_bgs_300B	Preibisch_sim	Preibisch_sim	20	419	0.815021	241	8607	0.065117
rsfish_sim_bgs_300C	Preibisch_sim	Preibisch_sim	19	402	0.814815	236	8646	0.065281
rsfish_sim_bgs_3000A	Preibisch_sim	Preibisch_sim	29	2129	0.688633	104	6121	0.413990
rsfish_sim_bgs_3000B	Preibisch_sim	Preibisch_sim	20	2894	0.771293	111	6156	0.428353
rsfish_sim_bgs_3000C	Preibisch_sim	Preibisch_sim	26	2322	0.707253	107	6089	0.422709
rsfish_sim_bgl_30A	Preibisch_sim	Preibisch_sim	26	53	0.722892	548	86	0.517241
rsfish_sim_bgl_30B	Preibisch_sim	Preibisch_sim	27	51	0.740741	200	5795	0.009957
rsfish_sim_bgl_30C	Preibisch_sim	Preibisch_sim	26	57	0.689655	623	41	0.845070
rsfish_sim_bgl_300A	Preibisch_sim	Preibisch_sim	22	480	0.748718	478	317	0.907618
rsfish_sim_bgl_300B	Preibisch_sim	Preibisch_sim	17	529	0.694813	127	5410	0.095271
rsfish_sim_bgl_3000A	Preibisch_sim	Preibisch_sim	15	3506	0.708884	52	3781	0.426781
rsfish_sim_bgl_3000B	Preibisch_sim	Preibisch_sim	17	3354	0.716084	48	3888	0.416667
rsfish_sim_bgl_3000C	Preibisch_sim	Preibisch_sim	21	2881	0.710083	289	1595	0.641567
rsfish_sim_snrs_1A	Preibisch_sim	Preibisch_sim	16	45	0.746667	647	93	0.471545
rsfish_sim_snrs_1B	Preibisch_sim	Preibisch_sim	14	37	0.865672	648	76	0.566038
rsfish_sim_snrs_1C	Preibisch_sim	Preibisch_sim	16	42	0.833333	685	51	0.740741
rsfish_sim_snrs_2A	Preibisch_sim	Preibisch_sim	22	41	0.845070	960	143	0.346821
rsfish_sim_snrs_2B	Preibisch_sim	Preibisch_sim	27	44	0.810811	337	9046	0.006611
rsfish_sim_snrs_2C	Preibisch_sim	Preibisch_sim	27	38	0.852941	328	9214	0.006491
rsfish_sim_snrs_4A	Preibisch_sim	Preibisch_sim	29	57	0.666667	558	7873	0.007592
rsfish_sim_snrs_4B	Preibisch_sim	Preibisch_sim	29	47	0.753247	534	8053	0.007423
rsfish_sim_snrs_4C	Preibisch_sim	Preibisch_sim	33	42	0.777778	589	7951	0.007518
rsfish_sim_snrl_1A	Preibisch_sim	Preibisch_sim	21	45	0.800000	434	69	0.606061
rsfish_sim_snrl_1B	Preibisch_sim	Preibisch_sim	19	48	0.769231	405	46	0.789474
rsfish_sim_snrl_1C	Preibisch_sim	Preibisch_sim	21	52	0.731707	114	6124	0.009750
rsfish_sim_snrl_2A	Preibisch_sim	Preibisch_sim	29	48	0.769231	582	108	0.434783
rsfish_sim_snrl_2B	Preibisch_sim	Preibisch_sim	27	50	0.725000	200	5693	0.010484
rsfish_sim_snrl_2C	Preibisch_sim	Preibisch_sim	27	50	0.750000	215	5590	0.010676
rsfish_sim_snri_30A	Preibisch_sim	Preibisch_sim	1	33	0.952381	13306	29	0.983051
rsfish_sim_snri_30B	Preibisch_sim	Preibisch_sim	1	31	0.950820	13150	29	0.983051
rsfish_sim_snri_30C	Preibisch_sim	Preibisch_sim	1	30	1.000000	13473	29	0.983051
rsfish_sim_snri_300A	Preibisch_sim	Preibisch_sim	1	299	0.961603	7206	294	0.989899
rsfish_sim_snri_300B	Preibisch_sim	Preibisch_sim	1	300	0.950000	7672	292	0.986486
rsfish_sim_snri_300C	Preibisch_sim	Preibisch_sim	1	306	0.940594	9940	289	0.981324
rsfish_sim_snri_3000A	Preibisch_sim	Preibisch_sim	1	2119	0.785310	4508	2010	0.801198
rsfish_sim_snri_3000B	Preibisch_sim	Preibisch_sim	1	2119	0.781793	3993	2025	0.805174
rsfish_sim_snri_3000C	Preibisch_sim	Preibisch_sim	1	2122	0.785240	4620	1991	0.797435
simvar_amplvar_var_pt2	SimVar	SimVar	44	240	0.965795	185	252	0.970530
simvar_amplvar_var_pt3	SimVar	SimVar	58	248	0.964981	210	261	0.975332
simvar_amplvar_var_pt4	SimVar	SimVar	44	221	0.962963	231	235	0.955603
simvar_amplvar_var_pt5	SimVar	SimVar	45	237	0.953722	159	250	0.964706
simvar_amplvar_var_pt6	SimVar	SimVar	54	226	0.947589	199	245	0.959677
simvar_amplvar_var_pt7	SimVar	SimVar	55	246	0.951644	158	261	0.966165
simvar_amplvar_var_pt8	SimVar	SimVar	47	227	0.959831	275	247	0.945233
simvar_bkgvar_var_pt05	SimVar	SimVar	118	220	0.971302	236	228	0.984816
simvar_bkgvar_var_pt10	SimVar	SimVar	351	219	0.929936	236	250	0.956175
simvar_bkgvar_var_pt15	SimVar	SimVar	80	204	0.942263	285	216	0.943820
simvar_bkgvar_var_pt20	SimVar	SimVar	329	214	0.924406	327	240	0.940695
simvar_bkgvar_var_pt25	SimVar	SimVar	96	225	0.949367	585	254	0.942346
simvar_bkgvar_var_pt30	SimVar	SimVar	183	244	0.964427	814	291	0.940325
simvar_bkgvar_var_pt35	SimVar	SimVar	116	221	0.950108	726	286	0.866920
simvar_cluster_var_10_31	SimVar	SimVar	198	173	0.772321	171	181	0.780702
simvar_cluster_var_12_38	SimVar	SimVar	76	155	0.699774	149	163	0.718404
simvar_cluster_var_14_45	SimVar	SimVar	283	147	0.761658	160	157	0.772727
simvar_cluster_var_2_3	SimVar	SimVar	51	232	0.970711	209	240	0.987654
simvar_cluster_var_4_10	SimVar	SimVar	400	214	0.895397	145	229	0.920892
simvar_cluster_var_6_17	SimVar	SimVar	179	160	0.767386	157	170	0.796253
simvar_cluster_var_8_24	SimVar	SimVar	517	173	0.774049	162	224	0.899598
simvar_expr_var_1024	SimVar	SimVar	1	1334	0.826556	167	1065	0.969640
simvar_expr_var_16	SimVar	SimVar	30	5	0.500000	178	8	0.434783
simvar_expr_var_256	SimVar	SimVar	436	204	0.923077	265	230	0.978632
simvar_expr_var_4096	SimVar	SimVar	1	3493	0.920300	192	3658	0.927540
simvar_expr_var_64	SimVar	SimVar	100	75	0.914634	185	82	0.923977
simvar_intensity_var_100	SimVar	SimVar	42	28	0.192171	1129	21800	0.021584
simvar_intensity_var_200	SimVar	SimVar	36	214	0.891775	684	24997	0.018776
simvar_intensity_var_300	SimVar	SimVar	38	227	0.953390	613	26221	0.017985
simvar_intensity_var_400	SimVar	SimVar	38	243	0.956349	557	26048	0.019385
simvar_intensity_var_500	SimVar	SimVar	72	238	0.946108	795	309	0.870629
simvar_intensity_var_600	SimVar	SimVar	39	244	0.956863	245	26769	0.019012
simvar_intensity_var_700	SimVar	SimVar	39	232	0.983051	299	27115	0.017328
simerly_40x_00_AF647	simerly_40x_Oxtr_AF647	simerly_40x_Oxtr_AF647	611	9127	NaN	202	9052	NaN
simerly_40x_00_tdTom	simerly_40x_Esr1_tdTom	simerly_40x_Esr1_tdTom	1123	1202	NaN	443	1285	NaN
simerly_40x_00_AF488	simerly_40x_Mc3r_AF488	simerly_40x_Mc3r_AF488	728	1495	NaN	369	1365	NaN
simerly_40x_01_tdTom	simerly_40x_Esr1_tdTom	simerly_40x_Esr1_tdTom	1992	1058	NaN	408	1388	NaN
simerly_40x_01_AF488	simerly_40x_Mc3r_AF488	simerly_40x_Mc3r_AF488	835	1779	NaN	305	1852	NaN
simerly_40x_02_AF647	simerly_40x_Oxtr_AF647	simerly_40x_Oxtr_AF647	661	4760	NaN	166	4772	NaN
simerly_40x_02_tdTom	simerly_40x_Esr1_tdTom	simerly_40x_Esr1_tdTom	1391	498	NaN	357	760	NaN
simerly_40x_02_AF488	simerly_40x_Mc3r_AF488	simerly_40x_Mc3r_AF488	1029	377	NaN	321	556	NaN
simerly_40x_03_AF647	simerly_40x_Slc32a1_AF647	simerly_40x_Slc32a1_AF647	912	7917	NaN	144	8346	NaN
simerly_40x_03_tdTom	simerly_40x_Slc17a6_tdTom	simerly_40x_Slc17a6_tdTom	2268	497	NaN	295	730	NaN
simerly_40x_03_AF488	simerly_40x_Mc3r_AF488	simerly_40x_Mc3r_AF488	1096	298	NaN	353	371	NaN
simerly_40x_04_AF647	simerly_40x_Glp1r_AF647	simerly_40x_Glp1r_AF647	949	3716	NaN	348	3783	NaN
simerly_40x_04_tdTom	simerly_40x_Th_tdTom	simerly_40x_Th_tdTom	1214	1066	NaN	483	1180	NaN
simerly_40x_04_AF488	simerly_40x_Mc3r_AF488	simerly_40x_Mc3r_AF488	440	1882	NaN	268	1556	NaN
simerly_HiBkg_00_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	1161	4312	NaN	819	27266	NaN
simerly_HiBkg_00_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	1281	3475	NaN	974	22563	NaN
simerly_HiBkg_01_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	809	4867	NaN	61	35005	NaN
simerly_HiBkg_01_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	1386	2418	NaN	103	27029	NaN
simerly_HiBkg_01_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	418	79586	NaN	36	38634	NaN
simerly_HiBkg_02_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	772	6671	NaN	5	42182	NaN
simerly_HiBkg_02_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	1269	4863	NaN	517	24278	NaN
simerly_HiBkg_02_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	1667	1735	NaN	334	24424	NaN
simerly_HiBkg_03_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	1328	1555	NaN	83	27956	NaN
simerly_HiBkg_03_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	1701	1073	NaN	115	19965	NaN
simerly_HiBkg_03_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	359	99450	NaN	144	19398	NaN
simerly_HiBkg_04_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	872	4070	NaN	100	33245	NaN
simerly_HiBkg_04_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	1224	2212	NaN	90	28416	NaN
simerly_HiBkg_04_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	971	3710	NaN	138	22973	NaN
simerly_HiBkg_05_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	1048	2825	NaN	104	33076	NaN
simerly_HiBkg_05_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	1422	2582	NaN	87	25257	NaN
simerly_HiBkg_05_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	482	44169	NaN	92	24685	NaN
simerly_HiBkg_06_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	1016	4206	NaN	78	39005	NaN
simerly_HiBkg_06_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	1392	1121	NaN	87	32756	NaN
simerly_HiBkg_06_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	995	4260	NaN	133	24983	NaN
simerly_HiBkg_07_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	1158	3293	NaN	57	16205	NaN
simerly_HiBkg_07_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	891	10514	NaN	61	13378	NaN
simerly_HiBkg_07_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	2136	333	NaN	143	12834	NaN
simerly_HiBkg_08_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	1691	1397	NaN	36	13688	NaN
simerly_HiBkg_08_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	1005	6468	NaN	26	12321	NaN
simerly_HiBkg_08_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	482	40619	NaN	16	12175	NaN
simerly_HiBkg_09_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	1605	701	NaN	45	20246	NaN
simerly_HiBkg_09_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	1151	6076	NaN	31	16480	NaN
simerly_HiBkg_09_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	1504	2843	NaN	41	16378	NaN
simerly_HiBkg_10_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	1744	2387	NaN	10	28262	NaN
simerly_HiBkg_10_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	2516	685	NaN	537	17330	NaN
simerly_HiBkg_10_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	881	10987	NaN	9	25892	NaN
simerly_HiBkg_11_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	2730	785	NaN	16	25187	NaN
simerly_HiBkg_11_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	980	6995	NaN	1087	10680	NaN
simerly_HiBkg_11_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	1042	5870	NaN	49	19930	NaN
simerly_HiBkg_12_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	2634	759	NaN	119	21950	NaN
simerly_HiBkg_12_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	1789	2487	NaN	38	19226	NaN
simerly_HiBkg_12_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	883	17192	NaN	88	18052	NaN
simerly_HiBkg_13_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	2553	1985	NaN	96	20214	NaN
simerly_HiBkg_13_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	1300	1184	NaN	46	17434	NaN
simerly_HiBkg_13_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	1548	3122	NaN	72	17735	NaN
simerly_HiBkg_14_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	1879	4478	NaN	893	13171	NaN
simerly_HiBkg_14_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	1779	2377	NaN	658	10985	NaN
simerly_HiBkg_14_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	845	16194	NaN	1499	6602	NaN
simerly_HiBkg_15_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	2344	3886	NaN	77	17624	NaN
simerly_HiBkg_15_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	1287	1406	NaN	44	14268	NaN
simerly_HiBkg_15_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	2057	768	NaN	83	14839	NaN
simerly_HiBkg_16_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	1778	5017	NaN	66	23411	NaN
simerly_HiBkg_16_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	1574	1740	NaN	858	11656	NaN
simerly_HiBkg_16_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	1365	3269	NaN	45	19358	NaN
simerly_HiBkg_17_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	1946	2901	NaN	29	21080	NaN
simerly_HiBkg_17_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	2329	1599	NaN	468	14411	NaN
simerly_HiBkg_17_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	599	47816	NaN	28	18347	NaN
simerly_HiBkg_18_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	2643	890	NaN	99	21696	NaN
simerly_HiBkg_18_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	1509	3822	NaN	4	18769	NaN
simerly_HiBkg_18_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	1576	4312	NaN	54	18068	NaN
simerly_HiBkg_19_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	886	5541	NaN	62	35389	NaN
simerly_HiBkg_19_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	1246	3058	NaN	63	28743	NaN
simerly_HiBkg_19_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	1077	5197	NaN	113	25522	NaN
simerly_HiBkg_20_AF647	simerly_HiBkg_BST_Prkcd_AF647	simerly_HiBkg_BST_Prkcd_AF647	803	6377	NaN	56	40997	NaN
simerly_HiBkg_20_tdTom	simerly_HiBkg_BST_Crh_tdTom	simerly_HiBkg_BST_Crh_tdTom	830	9727	NaN	62	33721	NaN
simerly_HiBkg_20_AF488	simerly_HiBkg_BST_Mc3r_AF488	simerly_HiBkg_BST_Mc3r_AF488	1290	3951	NaN	96	29405	NaN
simerly_HiBkg_21_AF647	simerly_HiBkg_ARH_Kiss1_AF647	simerly_HiBkg_ARH_Kiss1_AF647	759	12741	NaN	60	23034	NaN
simerly_HiBkg_21_tdTom	simerly_HiBkg_ARH_Agrp_tdTom	simerly_HiBkg_ARH_Agrp_tdTom	2094	2894	NaN	39	15710	NaN
simerly_HiBkg_21_AF488	simerly_HiBkg_ARH_Mc3r_AF488	simerly_HiBkg_ARH_Mc3r_AF488	1727	6499	NaN	61	16318	NaN
simerly_HiBkg_22_CY5	simerly_HiBkg_ARH_Kiss1_CY5	simerly_HiBkg_ARH_Kiss1_CY5	1425	13478	NaN	73	14983	NaN
simerly_HiBkg_22_AF568	simerly_HiBkg_ARH_Agrp_AF568	simerly_HiBkg_ARH_Agrp_AF568	1147	4007	NaN	37	13511	NaN
simerly_HiBkg_22_AF488	simerly_HiBkg_ARH_Mc3r_AF488	simerly_HiBkg_ARH_Mc3r_AF488	1630	5372	NaN	146	12924	NaN
simerly_HiBkg_23_CY5	simerly_HiBkg_ARH_Kiss1_CY5	simerly_HiBkg_ARH_Kiss1_CY5	2355	5386	NaN	73	14676	NaN
simerly_HiBkg_23_AF568	simerly_HiBkg_ARH_Agrp_AF568	simerly_HiBkg_ARH_Agrp_AF568	1520	3199	NaN	39	13285	NaN
simerly_HiBkg_23_AF488	simerly_HiBkg_ARH_Mc3r_AF488	simerly_HiBkg_ARH_Mc3r_AF488	2341	2433	NaN	114	12484	NaN
simerly_HiBkg_24_CY5	simerly_HiBkg_ARH_Kiss1_CY5	simerly_HiBkg_ARH_Kiss1_CY5	549	20059	NaN	43	13540	NaN
simerly_HiBkg_24_AF568	simerly_HiBkg_ARH_Agrp_AF568	simerly_HiBkg_ARH_Agrp_AF568	1291	3798	NaN	28	11799	NaN
simerly_HiBkg_24_AF488	simerly_HiBkg_ARH_Mc3r_AF488	simerly_HiBkg_ARH_Mc3r_AF488	1432	10184	NaN	65	10795	NaN
simerly_HiBkg_25_CY5	simerly_HiBkg_ARH_Kiss1_CY5	simerly_HiBkg_ARH_Kiss1_CY5	1288	7035	NaN	44	13476	NaN
simerly_HiBkg_25_AF568	simerly_HiBkg_ARH_Agrp_AF568	simerly_HiBkg_ARH_Agrp_AF568	747	4483	NaN	23	11990	NaN
simerly_HiBkg_25_AF488	simerly_HiBkg_ARH_Mc3r_AF488	simerly_HiBkg_ARH_Mc3r_AF488	1469	5372	NaN	63	11423	NaN
simerly_HiBkg_26_AF647	simerly_HiBkg_ARH_Kiss1_AF647	simerly_HiBkg_ARH_Kiss1_AF647	839	9086	NaN	16	17121	NaN
simerly_HiBkg_26_tdTom	simerly_HiBkg_ARH_Agrp_tdTom	simerly_HiBkg_ARH_Agrp_tdTom	1437	2662	NaN	36	12739	NaN
simerly_HiBkg_26_AF488	simerly_HiBkg_ARH_Mc3r_AF488	simerly_HiBkg_ARH_Mc3r_AF488	1829	3974	NaN	67	12068	NaN
simerly_HiBkg_27_AF647	simerly_HiBkg_ARH_Kiss1_AF647	simerly_HiBkg_ARH_Kiss1_AF647	2032	7823	NaN	66	16701	NaN
simerly_HiBkg_27_tdTom	simerly_HiBkg_ARH_Agrp_tdTom	simerly_HiBkg_ARH_Agrp_tdTom	1132	3217	NaN	29	12798	NaN
simerly_HiBkg_27_AF488	simerly_HiBkg_ARH_Mc3r_AF488	simerly_HiBkg_ARH_Mc3r_AF488	1906	4453	NaN	64	12679	NaN
simerly_HiBkg_28_AF647	simerly_HiBkg_ARH_Kiss1_AF647	simerly_HiBkg_ARH_Kiss1_AF647	869	13648	NaN	60	19091	NaN
simerly_HiBkg_28_tdTom	simerly_HiBkg_ARH_Agrp_tdTom	simerly_HiBkg_ARH_Agrp_tdTom	1390	2141	NaN	39	10904	NaN
simerly_HiBkg_28_AF488	simerly_HiBkg_ARH_Mc3r_AF488	simerly_HiBkg_ARH_Mc3r_AF488	1317	12874	NaN	72	10861	NaN
simerly_HiBkg_29_AF647	simerly_HiBkg_ARH_Kiss1_AF647	simerly_HiBkg_ARH_Kiss1_AF647	980	14749	NaN	49	16509	NaN
simerly_HiBkg_29_tdTom	simerly_HiBkg_ARH_Agrp_tdTom	simerly_HiBkg_ARH_Agrp_tdTom	1021	2266	NaN	20	11415	NaN
simerly_HiBkg_29_AF488	simerly_HiBkg_ARH_Mc3r_AF488	simerly_HiBkg_ARH_Mc3r_AF488	1263	8645	NaN	72	11008	NaN
simerly_HiBkg_30_AF647	simerly_HiBkg_ARH_Kiss1_AF647	simerly_HiBkg_ARH_Kiss1_AF647	1045	13647	NaN	52	17302	NaN
