IMGNAME	SIM_OR_EXP	TOTAL_VOXELS	MIN_TH_VAL	MIN_TH_SPOTS	TOTAL_VOX_LOG	MINTH_SPOTS_LOG	PROP
simerly_HiBkg_06_tdTom	Exp	21677376	10	429457	7.336007	5.632920	0.019811
simerly_HiBkg_06_AF488	Exp	21677376	10	428834	7.336007	5.632289	0.019783
simerly_HiBkg_07_AF647	Exp	19612864	10	401209	7.292541	5.603371	0.020456
simerly_HiBkg_07_tdTom	Exp	19612864	10	377103	7.292541	5.576460	0.019227
simerly_HiBkg_07_AF488	Exp	19612864	10	369342	7.292541	5.567429	0.018832
simerly_HiBkg_08_AF647	Exp	16516096	10	347234	7.217907	5.540622	0.021024
simerly_HiBkg_08_tdTom	Exp	16516096	10	331236	7.217907	5.520138	0.020055
simerly_HiBkg_08_AF488	Exp	16516096	10	324543	7.217907	5.511272	0.019650
simerly_HiBkg_09_AF647	Exp	20645120	10	459321	7.314817	5.662116	0.022248
simerly_HiBkg_09_tdTom	Exp	20645120	10	393581	7.314817	5.595034	0.019064
simerly_HiBkg_09_AF488	Exp	20645120	10	377469	7.314817	5.576881	0.018284
simerly_HiBkg_10_AF647	Exp	18580608	10	368258	7.269060	5.566152	0.019819
simerly_HiBkg_10_tdTom	Exp	18580608	10	335377	7.269060	5.525533	0.018050
simerly_HiBkg_10_AF488	Exp	18580608	10	368786	7.269060	5.566774	0.019848
simerly_HiBkg_11_AF647	Exp	18580608	10	359906	7.269060	5.556189	0.019370
simerly_HiBkg_11_tdTom	Exp	18580608	10	364444	7.269060	5.561631	0.019614
simerly_HiBkg_11_AF488	Exp	18580608	10	364437	7.269060	5.561622	0.019614
simerly_HiBkg_12_AF647	Exp	20645120	10	404977	7.314817	5.607430	0.019616
simerly_HiBkg_12_tdTom	Exp	20645120	10	360784	7.314817	5.557247	0.017476
simerly_HiBkg_12_AF488	Exp	20645120	10	396652	7.314817	5.598410	0.019213
simerly_HiBkg_13_AF647	Exp	21677376	10	384897	7.336007	5.585345	0.017756
simerly_HiBkg_13_tdTom	Exp	21677376	10	412135	7.336007	5.615039	0.019012
simerly_HiBkg_13_AF488	Exp	21677376	10	404983	7.336007	5.607437	0.018682
simerly_HiBkg_14_AF647	Exp	15483840	10	248659	7.189879	5.395604	0.016059
simerly_HiBkg_14_tdTom	Exp	15483840	10	226295	7.189879	5.354675	0.014615
simerly_HiBkg_14_AF488	Exp	15483840	10	289477	7.189879	5.461614	0.018695
simerly_HiBkg_15_AF647	Exp	18580608	10	268283	7.269060	5.428593	0.014439
simerly_HiBkg_15_tdTom	Exp	18580608	10	325046	7.269060	5.511945	0.017494
simerly_HiBkg_15_AF488	Exp	18580608	10	321163	7.269060	5.506726	0.017285
simerly_HiBkg_16_AF647	Exp	21677376	10	380644	7.336007	5.580519	0.017560
simerly_HiBkg_16_tdTom	Exp	21677376	10	414259	7.336007	5.617272	0.019110
simerly_HiBkg_16_AF488	Exp	21677376	10	425129	7.336007	5.628521	0.019612
simerly_HiBkg_17_AF647	Exp	18580608	10	326025	7.269060	5.513251	0.017547
simerly_HiBkg_17_tdTom	Exp	18580608	10	305333	7.269060	5.484774	0.016433
simerly_HiBkg_17_AF488	Exp	18580608	10	355719	7.269060	5.551107	0.019145
simerly_HiBkg_18_AF647	Exp	20645120	10	382217	7.314817	5.582310	0.018514
simerly_HiBkg_18_tdTom	Exp	20645120	10	347683	7.314817	5.541183	0.016841
simerly_HiBkg_18_AF488	Exp	20645120	10	350694	7.314817	5.544928	0.016987
simerly_HiBkg_19_AF647	Exp	19612864	10	308798	7.292541	5.489674	0.015745
simerly_HiBkg_19_tdTom	Exp	19612864	10	304383	7.292541	5.483420	0.015520
simerly_HiBkg_19_AF488	Exp	19612864	10	347865	7.292541	5.541411	0.017737
simerly_HiBkg_20_AF647	Exp	24774144	10	469320	7.393999	5.671469	0.018944
simerly_HiBkg_20_tdTom	Exp	24774144	10	448265	7.393999	5.651535	0.018094
simerly_HiBkg_20_AF488	Exp	24774144	10	433324	7.393999	5.636813	0.017491
simerly_HiBkg_21_AF647	Exp	16516096	10	148945	7.217907	5.173026	0.009018
simerly_HiBkg_21_tdTom	Exp	16516096	10	124667	7.217907	5.095752	0.007548
simerly_HiBkg_21_AF488	Exp	16516096	10	132202	7.217907	5.121238	0.008004
simerly_HiBkg_22_CY5	Exp	17548352	10	168590	7.244236	5.226832	0.009607
simerly_HiBkg_22_AF568	Exp	17548352	10	177940	7.244236	5.250274	0.010140
simerly_HiBkg_22_AF488	Exp	17548352	10	193461	7.244236	5.286593	0.011024
simerly_HiBkg_23_CY5	Exp	15483840	10	112324	7.189879	5.050473	0.007254
simerly_HiBkg_23_AF568	Exp	15483840	10	124739	7.189879	5.096002	0.008056
simerly_HiBkg_23_AF488	Exp	15483840	10	125840	7.189879	5.099819	0.008127
simerly_HiBkg_24_CY5	Exp	15483840	10	116006	7.189879	5.064480	0.007492
simerly_HiBkg_24_AF568	Exp	15483840	10	125771	7.189879	5.099581	0.008123
simerly_HiBkg_24_AF488	Exp	15483840	10	138148	7.189879	5.140345	0.008922
simerly_HiBkg_25_CY5	Exp	16516096	10	144539	7.217907	5.159985	0.008751
simerly_HiBkg_25_AF568	Exp	16516096	10	143887	7.217907	5.158022	0.008712
simerly_HiBkg_25_AF488	Exp	16516096	10	175220	7.217907	5.243584	0.010609
simerly_HiBkg_26_AF647	Exp	12387072	10	66638	7.092969	4.823722	0.005380
simerly_HiBkg_26_tdTom	Exp	12387072	10	58916	7.092969	4.770233	0.004756
simerly_HiBkg_26_AF488	Exp	12387072	10	81514	7.092969	4.911232	0.006581
simerly_HiBkg_27_AF647	Exp	14451584	10	104469	7.159915	5.018987	0.007229
simerly_HiBkg_27_tdTom	Exp	14451584	10	71083	7.159915	4.851766	0.004919
simerly_HiBkg_27_AF488	Exp	14451584	10	99358	7.159915	4.997203	0.006875
simerly_HiBkg_28_AF647	Exp	20645120	10	286137	7.314817	5.456574	0.013860
simerly_HiBkg_28_tdTom	Exp	20645120	10	230868	7.314817	5.363364	0.011183
simerly_HiBkg_28_AF488	Exp	20645120	10	228398	7.314817	5.358692	0.011063
simerly_HiBkg_29_AF647	Exp	14451584	10	92974	7.159915	4.968362	0.006433
simerly_HiBkg_29_tdTom	Exp	14451584	10	103573	7.159915	5.015247	0.007167
simerly_HiBkg_29_AF488	Exp	14451584	10	155567	7.159915	5.191917	0.010765
simerly_HiBkg_30_AF647	Exp	17548352	10	177644	7.244236	5.249551	0.010123
simerly_HiBkg_30_tdTom	Exp	17548352	10	181032	7.244236	5.257755	0.010316
simerly_HiBkg_30_AF488	Exp	17548352	10	241355	7.244236	5.382656	0.013754
simerly_HiBkg_31_AF647	Exp	17548352	10	316144	7.244236	5.499885	0.018016
simerly_HiBkg_31_tdTom	Exp	17548352	10	335966	7.244236	5.526295	0.019145
simerly_HiBkg_31_AF488	Exp	17548352	10	334560	7.244236	5.524474	0.019065
simerly_HiBkg_32_AF647	Exp	14451584	10	205582	7.159915	5.312985	0.014226
simerly_HiBkg_32_tdTom	Exp	14451584	10	220325	7.159915	5.343064	0.015246
simerly_HiBkg_32_AF488	Exp	14451584	10	192314	7.159915	5.284011	0.013307
simerly_HiBkg_33_AF647	Exp	17548352	10	301727	7.244236	5.479614	0.017194
simerly_HiBkg_33_tdTom	Exp	17548352	10	337416	7.244236	5.528166	0.019228
simerly_HiBkg_33_AF488	Exp	17548352	10	309085	7.244236	5.490078	0.017613
simerly_HiBkg_34_AF647	Exp	18580608	10	122528	7.269060	5.088235	0.006594
simerly_HiBkg_34_tdTom	Exp	18580608	10	145862	7.269060	5.163942	0.007850
simerly_HiBkg_34_AF488	Exp	18580608	10	113692	7.269060	5.055730	0.006119
simerly_HiBkg_35_AF647	Exp	17548352	10	209669	7.244236	5.321534	0.011948
simerly_HiBkg_35_tdTom	Exp	17548352	10	147332	7.244236	5.168297	0.008396
simerly_HiBkg_35_AF488	Exp	17548352	10	197219	7.244236	5.294949	0.011239
simerly_HiBkg_36_AF647	Exp	17548352	10	185845	7.244236	5.269151	0.010590
simerly_HiBkg_36_tdTom	Exp	17548352	10	117599	7.244236	5.070404	0.006701
simerly_HiBkg_36_AF488	Exp	17548352	10	151456	7.244236	5.180286	0.008631
simerly_HiBkg_37_AF647	Exp	23741888	10	301058	7.375515	5.478650	0.012680
simerly_HiBkg_37_tdTom	Exp	23741888	10	264569	7.375515	5.422539	0.011144
simerly_HiBkg_37_AF488	Exp	23741888	10	245652	7.375515	5.390320	0.010347
simerly_HiBkg_38_AF647	Exp	18580608	10	232525	7.269060	5.366470	0.012514
simerly_HiBkg_38_tdTom	Exp	18580608	10	195069	7.269060	5.290188	0.010499
simerly_HiBkg_38_AF488	Exp	18580608	10	200546	7.269060	5.302214	0.010793
simerly_HiBkg_39_AF647	Exp	17548352	10	229867	7.244236	5.361477	0.013099
simerly_HiBkg_39_tdTom	Exp	17548352	10	184647	7.244236	5.266342	0.010522
simerly_HiBkg_39_AF488	Exp	17548352	10	189857	7.244236	5.278427	0.010819
simerly_HiBkg_40_CY5	Exp	14451584	10	184107	7.159915	5.265070	0.012740
simerly_HiBkg_40_AF568	Exp	14451584	10	217186	7.159915	5.336832	0.015029
simerly_HiBkg_40_AF488	Exp	14451584	10	199413	7.159915	5.299753	0.013799
simerly_HiBkg_41_CY5	Exp	12387072	10	118424	7.092969	5.073440	0.009560
simerly_HiBkg_41_AF568	Exp	12387072	10	120236	7.092969	5.080035	0.009707
simerly_HiBkg_41_AF488	Exp	12387072	10	174569	7.092969	5.241967	0.014093
simerly_LoBkg_00_AF647	Exp	12387072	10	122783	7.092969	5.089138	0.009912
simerly_LoBkg_00_tdTom	Exp	12387072	10	85896	7.092969	4.933973	0.006934
simerly_LoBkg_00_AF488	Exp	12387072	10	90127	7.092969	4.954855	0.007276
simerly_LoBkg_01_AF647	Exp	12387072	10	113629	7.092969	5.055489	0.009173
simerly_LoBkg_01_tdTom	Exp	12387072	10	86808	7.092969	4.938560	0.007008
simerly_LoBkg_01_AF488	Exp	12387072	10	108502	7.092969	5.035438	0.008759
simerly_LoBkg_02_AF647	Exp	14451584	10	149624	7.159915	5.175001	0.010353
simerly_LoBkg_02_tdTom	Exp	14451584	10	161435	7.159915	5.207998	0.011171
simerly_LoBkg_02_AF488	Exp	14451584	10	157908	7.159915	5.198404	0.010927
simerly_LoBkg_03_AF647	Exp	14451584	10	139044	7.159915	5.143152	0.009621
simerly_LoBkg_03_tdTom	Exp	14451584	10	148875	7.159915	5.172822	0.010302
simerly_LoBkg_03_AF488	Exp	14451584	10	163323	7.159915	5.213047	0.011301
simerly_LoBkg_04_AF647	Exp	17548352	10	290370	7.244236	5.462952	0.016547
simerly_LoBkg_04_tdTom	Exp	17548352	10	231987	7.244236	5.365464	0.013220
simerly_LoBkg_04_AF488	Exp	17548352	10	240393	7.244236	5.380922	0.013699
simerly_LoBkg_05_AF647	Exp	11354816	10	69723	7.055180	4.843376	0.006140
simerly_LoBkg_05_tdTom	Exp	11354816	10	80215	7.055180	4.904256	0.007064
simerly_LoBkg_05_AF488	Exp	11354816	10	94139	7.055180	4.973770	0.008291
simerly_LoBkg_06_AF647	Exp	11354816	10	47144	7.055180	4.673426	0.004152
simerly_LoBkg_06_tdTom	Exp	11354816	10	79033	7.055180	4.897808	0.006960
simerly_LoBkg_06_AF488	Exp	11354816	10	67525	7.055180	4.829465	0.005947
simerly_LoBkg_07_AF647	Exp	14451584	10	134950	7.159915	5.130173	0.009338
simerly_LoBkg_07_tdTom	Exp	14451584	10	81514	7.159915	4.911232	0.005640
simerly_LoBkg_07_AF488	Exp	14451584	10	117896	7.159915	5.071499	0.008158
simerly_LoBkg_08_AF647	Exp	12387072	10	66410	7.092969	4.822233	0.005361
simerly_LoBkg_08_tdTom	Exp	12387072	10	48107	7.092969	4.682208	0.003884
simerly_LoBkg_08_AF488	Exp	12387072	10	77568	7.092969	4.889683	0.006262
simerly_LoBkg_09_AF647	Exp	13419328	10	69179	7.127731	4.839974	0.005155
simerly_LoBkg_09_tdTom	Exp	13419328	10	78035	7.127731	4.892289	0.005815
simerly_LoBkg_09_AF488	Exp	13419328	10	88256	7.127731	4.945744	0.006577
simerly_LoBkg_10_AF647	Exp	13419328	10	101442	7.127731	5.006218	0.007559
simerly_LoBkg_10_tdTom	Exp	13419328	10	36284	7.127731	4.559715	0.002704
simerly_LoBkg_10_AF488	Exp	13419328	10	90181	7.127731	4.955115	0.006720
simerly_LoBkg_11_AF647	Exp	14451584	10	122779	7.159915	5.089124	0.008496
simerly_LoBkg_11_tdTom	Exp	14451584	10	97108	7.159915	4.987255	0.006720
simerly_LoBkg_11_AF488	Exp	14451584	10	149172	7.159915	5.173687	0.010322
simerly_LoBkg_12_AF647	Exp	10322560	10	45722	7.013787	4.660125	0.004429
simerly_LoBkg_12_tdTom	Exp	10322560	10	54511	7.013787	4.736484	0.005281
simerly_LoBkg_12_AF488	Exp	10322560	10	58918	7.013787	4.770248	0.005708
simerly_LoBkg_13_AF647	Exp	10322560	10	54857	7.013787	4.739232	0.005314
simerly_LoBkg_13_tdTom	Exp	10322560	10	56296	7.013787	4.750478	0.005454
simerly_LoBkg_13_AF488	Exp	10322560	10	51446	7.013787	4.711352	0.004984
simerly_LoBkg_14_AF647	Exp	12387072	10	116766	7.092969	5.067316	0.009426
simerly_LoBkg_14_tdTom	Exp	12387072	10	65469	7.092969	4.816036	0.005285
simerly_LoBkg_14_AF488	Exp	12387072	10	99816	7.092969	4.999200	0.008058
simerly_LoBkg_15_AF647	Exp	16516096	10	220389	7.217907	5.343190	0.013344
simerly_LoBkg_15_tdTom	Exp	16516096	10	158894	7.217907	5.201107	0.009621
simerly_LoBkg_15_AF488	Exp	16516096	10	185818	7.217907	5.269088	0.011251
simerly_LoBkg_16_AF647	Exp	14451584	10	131225	7.159915	5.118017	0.009080
simerly_LoBkg_16_tdTom	Exp	14451584	10	74263	7.159915	4.870772	0.005139
simerly_LoBkg_16_AF488	Exp	14451584	10	151247	7.159915	5.179687	0.010466
simerly_LoBkg_17_AF647	Exp	15483840	10	146760	7.189879	5.166608	0.009478
simerly_LoBkg_17_tdTom	Exp	15483840	10	90083	7.189879	4.954643	0.005818
simerly_LoBkg_17_AF488	Exp	15483840	10	142950	7.189879	5.155184	0.009232
simerly_LoBkg_18_AF647	Exp	12387072	10	68419	7.092969	4.835177	0.005523
simerly_LoBkg_18_tdTom	Exp	12387072	10	94762	7.092969	4.976634	0.007650
simerly_LoBkg_18_AF488	Exp	12387072	10	109158	7.092969	5.038056	0.008812
simerly_LoBkg_19_AF647	Exp	13419328	10	82748	7.127731	4.917758	0.006166
simerly_LoBkg_19_tdTom	Exp	13419328	10	111142	7.127731	5.045878	0.008282
simerly_LoBkg_19_AF488	Exp	13419328	10	125466	7.127731	5.098526	0.009350
simerly_LoBkg_20_AF647	Exp	10322560	10	82522	7.013787	4.916570	0.007994
simerly_LoBkg_20_tdTom	Exp	10322560	10	40790	7.013787	4.610554	0.003952
simerly_LoBkg_20_AF488	Exp	10322560	10	44902	7.013787	4.652266	0.004350
simerly_LoBkg_21_AF647	Exp	11354816	10	93909	7.055180	4.972707	0.008270
simerly_LoBkg_21_tdTom	Exp	11354816	10	44550	7.055180	4.648848	0.003923
simerly_LoBkg_21_AF488	Exp	11354816	10	58160	7.055180	4.764624	0.005122
simerly_LoBkg_22_AF647	Exp	13419328	10	84631	7.127731	4.927529	0.006307
simerly_LoBkg_22_tdTom	Exp	13419328	10	95344	7.127731	4.979293	0.007105
simerly_LoBkg_22_AF488	Exp	13419328	10	95787	7.127731	4.981307	0.007138
simerly_LoBkg_24_AF647	Exp	14451584	10	103952	7.159915	5.016833	0.007193
simvarmass_0033af15	Sim	3968064	5	2195	6.598579	3.341435	0.000553
simvarmass_00368c8d	Sim	3968064	10	13206	6.598579	4.120771	0.003328
simvarmass_007da2e3	Sim	3968064	10	3713	6.598579	3.569725	0.000936
simvarmass_00872053	Sim	3968064	10	12979	6.598579	4.113241	0.003271
simvarmass_00a827ab	Sim	3968064	5	1581	6.598579	3.198932	0.000398
simvarmass_014c429a	Sim	3968064	1	1732	6.598579	3.238548	0.000436
simvarmass_017294ed	Sim	3968064	10	3404	6.598579	3.531990	0.000858
simvarmass_017ff4a0	Sim	3968064	10	3440	6.598579	3.536558	0.000867
simvarmass_01dcaff7	Sim	3968064	10	25527	6.598579	4.407000	0.006433
simvarmass_024f78dd	Sim	3968064	10	4559	6.598579	3.658870	0.001149
simvarmass_02800722	Sim	3968064	5	3740	6.598579	3.572872	0.000943
simvarmass_0290bbb2	Sim	3968064	10	3628	6.598579	3.559667	0.000914
simvarmass_02daa4b8	Sim	3968064	10	14994	6.598579	4.175918	0.003779
simvarmass_02ef6f18	Sim	3968064	10	3614	6.598579	3.557988	0.000911
simvarmass_031f1884	Sim	3968064	5	5837	6.598579	3.766190	0.001471
simvarmass_0324cc54	Sim	3968064	10	36649	6.598579	4.564062	0.009236
simvarmass_033cdb19	Sim	3968064	10	8816	6.598579	3.945272	0.002222
simvarmass_035ebae1	Sim	3968064	5	2025	6.598579	3.306425	0.000510
simvarmass_036b8dab	Sim	3968064	10	21875	6.598579	4.339948	0.005513
simvarmass_0394e7c4	Sim	3968064	10	3230	6.598579	3.509203	0.000814
simvarmass_03b61c22	Sim	3968064	5	3121	6.598579	3.494294	0.000787
simvarmass_0405f327	Sim	3968064	1	55933	6.598579	4.747668	0.014096
simvarmass_040e2043	Sim	3968064	10	3344	6.598579	3.524266	0.000843
simvarmass_04eac1fb	Sim	3968064	10	16403	6.598579	4.214923	0.004134
simvarmass_05f5a045	Sim	3968064	10	4086	6.598579	3.611298	0.001030
simvarmass_06033d3a	Sim	3968064	10	45842	6.598579	4.661264	0.011553
simvarmass_0603b709	Sim	3968064	5	3669	6.598579	3.564548	0.000925
simvarmass_0620182b	Sim	3968064	5	2479	6.598579	3.394277	0.000625
simvarmass_066432a7	Sim	3968064	10	15642	6.598579	4.194292	0.003942
simvarmass_06f60ed6	Sim	3968064	10	43503	6.598579	4.638519	0.010963
simvarmass_06fc8010	Sim	3968064	1	14000	6.598579	4.146128	0.003528
simvarmass_06fe9d6f	Sim	3968064	5	41894	6.598579	4.622152	0.010558
simvarmass_07899160	Sim	3968064	10	39815	6.598579	4.600047	0.010034
simvarmass_0789a0f3	Sim	3968064	10	37658	6.598579	4.575857	0.009490
simvarmass_07b44a9c	Sim	3968064	10	10048	6.598579	4.002080	0.002532
simvarmass_07dccd64	Sim	3968064	10	3704	6.598579	3.568671	0.000933
simvarmass_07f0eb01	Sim	3968064	1	795	6.598579	2.900367	0.000200
simvarmass_083b2a31	Sim	3968064	10	37954	6.598579	4.579258	0.009565
simvarmass_0873b7ba	Sim	3968064	5	18748	6.598579	4.272955	0.004725
simvarmass_087a6c84	Sim	3968064	5	3129	6.598579	3.495406	0.000789
simvarmass_08f24a73	Sim	3968064	1	3580	6.598579	3.553883	0.000902
simvarmass_090b7baf	Sim	3968064	5	28931	6.598579	4.461363	0.007291
simvarmass_0995c52b	Sim	3968064	10	9770	6.598579	3.989895	0.002462
simvarmass_09d1b2f2	Sim	3968064	10	8756	6.598579	3.942306	0.002207
simvarmass_0a10d52a	Sim	3968064	10	40981	6.598579	4.612583	0.010328
simvarmass_0a30b947	Sim	3968064	10	21678	6.598579	4.336019	0.005463
simvarmass_0ab4e48b	Sim	3968064	10	26239	6.598579	4.418947	0.006613
simvarmass_0ada3d07	Sim	3968064	10	2531	6.598579	3.403292	0.000638
simvarmass_0b80d062	Sim	3968064	10	37806	6.598579	4.577561	0.009528
simvarmass_0b97225e	Sim	3968064	10	17291	6.598579	4.237820	0.004358
simvarmass_0bb86b1a	Sim	3968064	1	5206	6.598579	3.716504	0.001312
simvarmass_0c23b69a	Sim	3968064	10	3236	6.598579	3.510009	0.000816
simvarmass_0c2bf665	Sim	3968064	5	3188	6.598579	3.503518	0.000803
simvarmass_0c45ac8e	Sim	3968064	10	48545	6.598579	4.686145	0.012234
simvarmass_0c50ef71	Sim	3968064	10	29611	6.598579	4.471453	0.007462
simvarmass_0c706dac	Sim	3968064	10	11600	6.598579	4.064458	0.002923
simvarmass_0cafbb9a	Sim	3968064	5	3355	6.598579	3.525693	0.000846
simvarmass_0d011625	Sim	3968064	10	8916	6.598579	3.950170	0.002247
simvarmass_0d4e98a7	Sim	3968064	10	34103	6.598579	4.532793	0.008594
simvarmass_0d6b6bc2	Sim	3968064	5	5406	6.598579	3.732876	0.001362
simvarmass_0db1e688	Sim	3968064	10	42558	6.598579	4.628981	0.010725
simvarmass_0db4faaf	Sim	3968064	5	40893	6.598579	4.611649	0.010306
simvarmass_0dbf6196	Sim	3968064	10	4128	6.598579	3.615740	0.001040
simvarmass_0dee1aa6	Sim	3968064	10	3493	6.598579	3.543199	0.000880
simvarmass_0e7acf26	Sim	3968064	10	46811	6.598579	4.670348	0.011797
simvarmass_0ed101e7	Sim	3968064	10	2713	6.598579	3.433450	0.000684
simvarmass_0f18e193	Sim	3968064	10	20816	6.598579	4.318397	0.005246
simvarmass_0f34776d	Sim	3968064	10	34665	6.598579	4.539891	0.008736
simvarmass_102b4a40	Sim	3968064	10	41476	6.598579	4.617797	0.010452
simvarmass_1052e817	Sim	3968064	10	34805	6.598579	4.541642	0.008771
simvarmass_1097fdcb	Sim	3968064	10	4694	6.598579	3.671543	0.001183
simvarmass_10af34f7	Sim	3968064	10	37052	6.598579	4.568812	0.009338
simvarmass_10b163ae	Sim	3968064	10	19638	6.598579	4.293097	0.004949
simvarmass_10c07806	Sim	3968064	10	38902	6.598579	4.589972	0.009804
simvarmass_10e25af3	Sim	3968064	10	2809	6.598579	3.448552	0.000708
simvarmass_1115abf2	Sim	3968064	1	2081	6.598579	3.318272	0.000524
simvarmass_113acbd7	Sim	3968064	5	3280	6.598579	3.515874	0.000827
simvarmass_11aa0f3b	Sim	3968064	10	7739	6.598579	3.888685	0.001950
simvarmass_11f2a03f	Sim	3968064	5	3012	6.598579	3.478855	0.000759
simvarmass_12381dd4	Sim	3968064	5	37299	6.598579	4.571697	0.009400
simvarmass_123bf752	Sim	3968064	10	46598	6.598579	4.668367	0.011743
simvarmass_12b06339	Sim	3968064	10	3895	6.598579	3.590507	0.000982
simvarmass_12cd60b8	Sim	3968064	10	49711	6.598579	4.696452	0.012528
simvarmass_135c1087	Sim	3968064	10	12594	6.598579	4.100164	0.003174
simvarmass_137586c6	Sim	3968064	10	3069	6.598579	3.486997	0.000773
simvarmass_14278158	Sim	3968064	1	56276	6.598579	4.750323	0.014182
simvarmass_14b9939d	Sim	3968064	10	2571	6.598579	3.410102	0.000648
simvarmass_14fdec33	Sim	3968064	10	12734	6.598579	4.104965	0.003209
simvarmass_158c6d6f	Sim	3968064	10	45653	6.598579	4.659469	0.011505
simvarmass_15d70ca1	Sim	3968064	1	2045	6.598579	3.310693	0.000515
simvarmass_15e8b12f	Sim	3968064	5	2515	6.598579	3.400538	0.000634
simvarmass_1609773c	Sim	3968064	10	2843	6.598579	3.453777	0.000716
simvarmass_16ed3239	Sim	3968064	5	1721	6.598579	3.235781	0.000434
simvarmass_17553ddf	Sim	3968064	10	14229	6.598579	4.153174	0.003586
simvarmass_176ec772	Sim	3968064	1	2600	6.598579	3.414973	0.000655
simvarmass_17ec41cc	Sim	3968064	1	3877	6.598579	3.588496	0.000977
simvarmass_1815af94	Sim	3968064	5	3999	6.598579	3.601951	0.001008
simvarmass_18bddac2	Sim	3968064	10	37661	6.598579	4.575892	0.009491
simvarmass_18bedc09	Sim	3968064	1	3363	6.598579	3.526727	0.000848
simvarmass_18bf134c	Sim	3968064	1	3014	6.598579	3.479143	0.000760
simvarmass_18c77a5a	Sim	3968064	10	49977	6.598579	4.698770	0.012595
simvarmass_18d50b59	Sim	3968064	5	2335	6.598579	3.368287	0.000588
simvarmass_1927f645	Sim	3968064	10	13854	6.598579	4.141575	0.003491
simvarmass_1958a247	Sim	3968064	5	3110	6.598579	3.492760	0.000784
simvarmass_195eb129	Sim	3968064	10	42483	6.598579	4.628215	0.010706
simvarmass_19b429de	Sim	3968064	10	39247	6.598579	4.593806	0.009891
simvarmass_1a06ca02	Sim	3968064	5	6138	6.598579	3.788027	0.001547
simvarmass_1a0ffbfb	Sim	3968064	10	48048	6.598579	4.681675	0.012109
simvarmass_1b0d6725	Sim	3968064	10	3782	6.598579	3.577722	0.000953
simvarmass_1b0f68d2	Sim	3968064	10	35259	6.598579	4.547270	0.008886
simvarmass_1b12b4bb	Sim	3968064	10	4081	6.598579	3.610767	0.001028
simvarmass_1b703957	Sim	3968064	10	15595	6.598579	4.192985	0.003930
simvarmass_1bad66b5	Sim	3968064	10	6817	6.598579	3.833593	0.001718
simvarmass_1c1f6378	Sim	3968064	10	39737	6.598579	4.599195	0.010014
simvarmass_1c691c91	Sim	3968064	1	3575	6.598579	3.553276	0.000901
simvarmass_1c6953fe	Sim	3968064	10	45376	6.598579	4.656826	0.011435
simvarmass_1c801c66	Sim	3968064	10	6509	6.598579	3.813514	0.001640
simvarmass_1cca47ae	Sim	3968064	10	50850	6.598579	4.706291	0.012815
simvarmass_1d13cb6a	Sim	3968064	10	5529	6.598579	3.742647	0.001393
simvarmass_1d8f48d6	Sim	3968064	5	9883	6.598579	3.994889	0.002491
simvarmass_1e292794	Sim	3968064	1	1424	6.598579	3.153510	0.000359
simvarmass_1ef11d56	Sim	3968064	10	3800	6.598579	3.579784	0.000958
simvarmass_1f2146f2	Sim	3968064	5	8705	6.598579	3.939769	0.002194
simvarmass_1f7dec2e	Sim	3968064	1	2722	6.598579	3.434888	0.000686
simvarmass_1f9bee6c	Sim	3968064	5	1427	6.598579	3.154424	0.000360
simvarmass_1fa85e81	Sim	3968064	10	41490	6.598579	4.617943	0.010456
simvarmass_2019dff8	Sim	3968064	10	5005	6.598579	3.699404	0.001261
simvarmass_2040c07c	Sim	3968064	10	33557	6.598579	4.525783	0.008457
simvarmass_2073e39f	Sim	3968064	5	2610	6.598579	3.416641	0.000658
simvarmass_207810da	Sim	3968064	1	3854	6.598579	3.585912	0.000971
simvarmass_20965d30	Sim	3968064	10	24533	6.598579	4.389751	0.006183
simvarmass_20b8e1ca	Sim	3968064	10	4192	6.598579	3.622421	0.001056
simvarmass_20fe9f1d	Sim	3968064	5	2785	6.598579	3.444825	0.000702
simvarmass_217b106f	Sim	3968064	5	3387	6.598579	3.529815	0.000854
simvarmass_218590cf	Sim	3968064	10	24820	6.598579	4.394802	0.006255
simvarmass_218a3c9c	Sim	3968064	10	37575	6.598579	4.574899	0.009469
simvarmass_2194e4e6	Sim	3968064	10	3627	6.598579	3.559548	0.000914
simvarmass_223ddcdb	Sim	3968064	10	10225	6.598579	4.009663	0.002577
simvarmass_2246722f	Sim	3968064	5	2541	6.598579	3.405005	0.000640
simvarmass_22c3bef7	Sim	3968064	1	2865	6.598579	3.457125	0.000722
simvarmass_22c87f1f	Sim	3968064	10	41078	6.598579	4.613609	0.010352
simvarmass_22f1554e	Sim	3968064	1	4173	6.598579	3.620448	0.001052
simvarmass_232f20ff	Sim	3968064	1	3724	6.598579	3.571010	0.000938
simvarmass_23354941	Sim	3968064	10	15333	6.598579	4.185627	0.003864
simvarmass_23730928	Sim	3968064	1	2058	6.598579	3.313445	0.000519
simvarmass_23dcaeec	Sim	3968064	10	44366	6.598579	4.647050	0.011181
simvarmass_23df681e	Sim	3968064	10	2810	6.598579	3.448706	0.000708
simvarmass_2421fd62	Sim	3968064	10	17539	6.598579	4.244005	0.004420
simvarmass_24540a92	Sim	3968064	10	4031	6.598579	3.605413	0.001016
simvarmass_2473ca29	Sim	3968064	10	41895	6.598579	4.622162	0.010558
